asset_id,asset_number,asset_type,asset_description,make,model,year,vin,address,city,state,estimated_value,condition,last_inspection_date
AST29429512,AN49323688,Vehicle,Insured asset,Ford,ModelX,2012,VIN53681526,747 Pine St,Austin,CA,236123.16,Good,2023-03-12
AST83895400,AN15993714,Vehicle,Insured asset,Honda,ModelX,2025,VIN82752519,153 Pine St,Seattle,NY,228597.54,Good,2024-04-18
AST11908406,AN78397647,Equipment,Insured asset,Toyota,ModelY,2016,VIN04443092,841 Pine St,San Jose,WA,175458.16,Good,2018-03-11
AST23871296,AN06400279,Vehicle,Insured asset,N/A,Truck,2019,VIN50801654,362 Pine St,Boston,TX,234288.17,Good,2022-09-14
AST46469295,AN80009163,Property,Insured asset,Ford,ModelX,2011,VIN78949614,831 Pine St,Miami,NY,33025.61,Poor,2025-11-08
AST30776696,AN40207788,Equipment,Insured asset,Toyota,ModelY,2012,VIN83970708,740 Pine St,Austin,WA,166958.26,Poor,2022-09-28
AST08902970,AN61003709,Equipment,Insured asset,N/A,Sedan,2016,VIN94767752,276 Pine St,Dallas,NY,178344.59,Excellent,2022-01-06
AST32592676,AN36890233,Property,Insured asset,N/A,Truck,2008,VIN26469596,776 Pine St,Miami,CA,28042.32,Fair,2025-05-24
AST74611448,AN23746998,Equipment,Insured asset,Ford,ModelX,2000,VIN79487405,146 Pine St,Seattle,TX,117622.68,Fair,2022-11-27
AST42190555,AN01952732,Vehicle,Insured asset,Toyota,Sedan,2001,VIN67478833,649 Pine St,Austin,WA,51129.7,Fair,2018-11-26
AST75158861,AN19664238,Vehicle,Insured asset,Toyota,Truck,2004,VIN37097831,951 Pine St,Miami,CA,235365.9,Good,2021-07-17
AST95180381,AN53142368,Property,Insured asset,Toyota,Sedan,2014,VIN57838615,857 Pine St,Dallas,MA,211664.85,Fair,2024-12-16
AST98239040,AN62180394,Property,Insured asset,Ford,Sedan,2012,VIN81766648,328 Pine St,San Jose,FL,245231.71,Excellent,2022-06-19
AST87830072,AN73086606,Property,Insured asset,Honda,Sedan,2002,VIN80788423,606 Pine St,San Jose,TX,197546.53,Poor,2021-10-04
AST43752060,AN57615647,Vehicle,Insured asset,N/A,Sedan,2017,VIN74537271,225 Pine St,Seattle,MA,60097.6,Good,2020-10-29
AST75892420,AN07091723,Equipment,Insured asset,Honda,ModelY,2017,VIN75710362,720 Pine St,Austin,FL,24509.6,Poor,2023-05-23
AST09261193,AN07151988,Vehicle,Insured asset,N/A,Sedan,2015,VIN84655820,567 Pine St,Boston,MA,230135.06,Fair,2018-03-23
AST05700527,AN02145059,Equipment,Insured asset,N/A,Sedan,2014,VIN20668483,172 Pine St,Chicago,CA,126173.63,Poor,2021-01-17
AST76809117,AN09124235,Vehicle,Insured asset,Ford,ModelX,2018,VIN24939626,650 Pine St,San Jose,FL,16652.76,Poor,2018-10-11
AST15178633,AN64333604,Property,Insured asset,Toyota,ModelY,2014,VIN06206493,329 Pine St,Miami,MA,190962.2,Poor,2018-08-17
AST54922682,AN44902084,Property,Insured asset,N/A,ModelY,1997,VIN96977647,466 Pine St,Chicago,WA,183493.89,Fair,2018-04-18
AST18941864,AN07421761,Equipment,Insured asset,Toyota,ModelX,2015,VIN22902539,627 Pine St,Austin,NY,139343.2,Poor,2024-04-07
AST50890555,AN73278330,Property,Insured asset,N/A,Truck,2002,VIN75546313,433 Pine St,Dallas,CA,151652.96,Excellent,2019-06-11
AST64789580,AN69545591,Property,Insured asset,Toyota,Sedan,2004,VIN49673926,141 Pine St,Dallas,NY,169474.96,Poor,2019-03-13
AST80335326,AN65308922,Property,Insured asset,Honda,ModelX,2002,VIN03310246,998 Pine St,Boston,WA,75496.24,Good,2021-12-06
AST91636007,AN85273633,Property,Insured asset,Ford,Sedan,2016,VIN01469079,584 Pine St,Seattle,FL,227214.64,Excellent,2021-04-04
AST87911360,AN17711483,Property,Insured asset,Honda,Sedan,1997,VIN32375530,235 Pine St,Dallas,MA,45157.31,Good,2018-01-16
AST67090752,AN08206533,Property,Insured asset,Ford,Truck,2005,VIN02248636,538 Pine St,San Jose,MA,54654.88,Fair,2023-07-02
AST89964273,AN75861554,Equipment,Insured asset,Honda,ModelY,1995,VIN83939314,986 Pine St,Austin,FL,214800.8,Fair,2023-05-12
AST58375358,AN99268693,Property,Insured asset,Toyota,Sedan,2007,VIN63924161,193 Pine St,Dallas,CA,112421.22,Good,2021-04-25
AST43412100,AN12851215,Property,Insured asset,N/A,Truck,2014,VIN49147044,685 Pine St,Chicago,NY,13816.93,Excellent,2021-07-15
AST41158180,AN96818584,Vehicle,Insured asset,Honda,ModelY,2009,VIN75465197,670 Pine St,Dallas,MA,111368.83,Excellent,2021-11-07
AST66648639,AN04947849,Property,Insured asset,Honda,Sedan,2011,VIN33232953,634 Pine St,Dallas,TX,85849.12,Excellent,2025-12-31
AST86852964,AN43536783,Property,Insured asset,Toyota,Sedan,1998,VIN13245405,312 Pine St,Boston,MA,114588.7,Poor,2019-02-10
AST51065182,AN33090958,Property,Insured asset,N/A,Truck,2021,VIN24327911,689 Pine St,San Jose,IL,177647.92,Excellent,2023-05-14
AST02755106,AN83195597,Equipment,Insured asset,Ford,ModelY,2011,VIN88427410,344 Pine St,Seattle,MA,248172.05,Good,2020-11-29
AST57966688,AN55477013,Equipment,Insured asset,N/A,ModelY,2012,VIN00025078,736 Pine St,Austin,CA,240452.56,Fair,2023-05-26
AST88804820,AN22438565,Property,Insured asset,N/A,ModelX,2015,VIN57391787,645 Pine St,Chicago,IL,248063.22,Poor,2021-05-19
AST14102053,AN98825933,Equipment,Insured asset,Ford,ModelX,2005,VIN30362542,984 Pine St,Chicago,NY,58574.96,Fair,2022-05-31
AST35576656,AN53187715,Equipment,Insured asset,Toyota,ModelX,1997,VIN59369443,995 Pine St,Seattle,FL,96350.62,Poor,2023-04-28
AST87279281,AN42234105,Property,Insured asset,Toyota,ModelY,2014,VIN34773208,954 Pine St,Dallas,IL,15627.88,Fair,2021-08-11
AST48679249,AN51675042,Property,Insured asset,N/A,ModelY,2019,VIN92687995,636 Pine St,Chicago,WA,130438.72,Fair,2021-08-03
AST28017551,AN27767961,Vehicle,Insured asset,Honda,Truck,2005,VIN47700466,684 Pine St,Dallas,CA,109705.16,Excellent,2025-03-29
AST50160975,AN21705210,Vehicle,Insured asset,N/A,ModelX,2016,VIN45090148,173 Pine St,Miami,NY,110538.5,Excellent,2023-04-03
AST47618952,AN32754515,Property,Insured asset,Ford,ModelX,2003,VIN74495407,719 Pine St,Boston,TX,151541.33,Excellent,2021-03-22
AST37487707,AN84494850,Property,Insured asset,N/A,ModelY,2024,VIN02740007,990 Pine St,Miami,WA,78295.72,Poor,2023-02-06
AST46282890,AN40850209,Property,Insured asset,Ford,Truck,1998,VIN11848693,156 Pine St,Dallas,IL,202875.41,Excellent,2020-08-29
AST99528397,AN82515792,Property,Insured asset,Toyota,Sedan,2009,VIN63159007,125 Pine St,Seattle,IL,73600.32,Poor,2021-01-05
AST75260978,AN64748076,Vehicle,Insured asset,Toyota,ModelX,2009,VIN43024341,743 Pine St,Dallas,TX,200598.33,Fair,2019-11-10
AST27571018,AN81393250,Equipment,Insured asset,Honda,Sedan,2011,VIN94275701,720 Pine St,Chicago,FL,244398.13,Poor,2023-07-25
AST70695588,AN66491889,Property,Insured asset,Ford,Truck,2002,VIN49932725,824 Pine St,Miami,IL,69845.61,Good,2021-09-22
AST10282511,AN27661232,Property,Insured asset,Toyota,Truck,2010,VIN67379509,907 Pine St,Dallas,WA,202371.05,Good,2021-01-06
AST37989563,AN40541534,Property,Insured asset,N/A,Sedan,2018,VIN21956750,112 Pine St,Boston,CA,75471.13,Poor,2019-12-20
AST38010958,AN16556397,Property,Insured asset,Ford,Sedan,2023,VIN14932675,664 Pine St,Austin,WA,76654.94,Poor,2025-05-17
AST75411350,AN95000606,Property,Insured asset,N/A,Truck,2022,VIN53409248,938 Pine St,Seattle,TX,88039.35,Poor,2018-07-19
AST00829316,AN45358823,Equipment,Insured asset,Ford,Sedan,2009,VIN77677804,561 Pine St,San Jose,MA,106528.92,Good,2023-12-19
AST92920476,AN51782774,Property,Insured asset,Ford,Truck,2017,VIN46922371,763 Pine St,Boston,IL,113032.71,Excellent,2023-11-11
AST83982858,AN34726835,Property,Insured asset,N/A,Truck,2015,VIN75153842,641 Pine St,San Jose,WA,45447.69,Poor,2022-11-03
AST88728683,AN19334906,Vehicle,Insured asset,N/A,ModelX,2014,VIN69101351,700 Pine St,Seattle,MA,218729.99,Fair,2021-05-12
AST16929865,AN73152345,Equipment,Insured asset,Ford,Truck,2017,VIN78132589,326 Pine St,Dallas,NY,186515.59,Fair,2019-09-06
AST17247311,AN79668002,Equipment,Insured asset,Honda,ModelX,2000,VIN35205509,957 Pine St,Chicago,IL,97919.8,Excellent,2025-03-18
AST73441592,AN82831177,Equipment,Insured asset,N/A,ModelY,2007,VIN68797480,667 Pine St,Boston,WA,229164.86,Excellent,2025-08-18
AST50311765,AN22991005,Equipment,Insured asset,Toyota,ModelX,2006,VIN56939424,453 Pine St,Seattle,WA,47174.57,Good,2021-08-05
AST94117259,AN79837797,Vehicle,Insured asset,Toyota,ModelX,2021,VIN03662834,609 Pine St,Dallas,IL,88121.36,Fair,2020-10-13
AST63749392,AN15013714,Vehicle,Insured asset,Ford,ModelX,2016,VIN99354332,964 Pine St,San Jose,MA,191624.12,Poor,2018-12-06
AST36601690,AN09269937,Vehicle,Insured asset,N/A,Truck,2013,VIN49337784,376 Pine St,Boston,FL,241986.68,Fair,2025-10-09
AST44629353,AN05583715,Property,Insured asset,Honda,Sedan,2007,VIN42496162,889 Pine St,Boston,CA,205574.75,Good,2019-09-02
AST24552426,AN38833129,Property,Insured asset,Honda,Sedan,2001,VIN31102601,597 Pine St,Miami,CA,67705.91,Poor,2021-04-10
AST94075066,AN61740570,Equipment,Insured asset,N/A,ModelY,2022,VIN67387574,982 Pine St,Boston,IL,92572.49,Good,2023-01-20
AST18350874,AN47994815,Equipment,Insured asset,Honda,Sedan,2017,VIN91678600,602 Pine St,Austin,FL,135144.54,Fair,2018-02-21
AST48144283,AN34897447,Equipment,Insured asset,Ford,ModelX,2019,VIN28651401,719 Pine St,San Jose,TX,150301.52,Fair,2021-11-06
AST63945237,AN99049356,Equipment,Insured asset,Honda,ModelY,2017,VIN16582089,772 Pine St,Miami,IL,198026.41,Excellent,2019-09-02
AST16046735,AN20182250,Vehicle,Insured asset,Honda,Sedan,2002,VIN60968574,958 Pine St,Seattle,TX,179443.78,Good,2018-10-13
AST38241139,AN22352415,Vehicle,Insured asset,N/A,Sedan,2024,VIN36994259,118 Pine St,Miami,CA,19381.55,Fair,2023-03-25
AST73930423,AN49050368,Property,Insured asset,N/A,Truck,2001,VIN39085323,708 Pine St,Chicago,TX,199488.91,Fair,2021-01-27
AST52580955,AN54083886,Property,Insured asset,Toyota,ModelY,2003,VIN44319424,976 Pine St,Miami,TX,233031.93,Good,2019-12-02
AST00604455,AN37837684,Property,Insured asset,N/A,ModelY,2001,VIN10930965,672 Pine St,Seattle,CA,117664.99,Excellent,2021-01-25
AST62083657,AN90887188,Property,Insured asset,Honda,Sedan,2003,VIN11342530,442 Pine St,Boston,TX,103337.75,Excellent,2022-09-15
AST76164659,AN82420498,Property,Insured asset,N/A,Sedan,2019,VIN74786198,173 Pine St,Seattle,TX,142138.19,Poor,2018-05-11
AST14507290,AN46052224,Equipment,Insured asset,N/A,Sedan,2001,VIN91017317,909 Pine St,San Jose,WA,126439.25,Fair,2020-02-13
AST52932062,AN19730021,Vehicle,Insured asset,Ford,Truck,2016,VIN51248557,851 Pine St,Dallas,TX,23366.99,Good,2022-08-21
AST97168660,AN00596830,Vehicle,Insured asset,Ford,Truck,2024,VIN46363257,165 Pine St,Dallas,MA,137741.43,Excellent,2022-01-12
AST09024240,AN34054082,Property,Insured asset,Ford,ModelX,2003,VIN57745698,536 Pine St,Boston,CA,23767.57,Poor,2021-01-22
AST72424063,AN02576781,Equipment,Insured asset,N/A,ModelX,1996,VIN57075587,286 Pine St,San Jose,WA,166465.17,Fair,2024-01-04
AST06951010,AN97624103,Property,Insured asset,Honda,ModelY,1997,VIN16191096,540 Pine St,Seattle,WA,180389.11,Poor,2022-10-12
AST11013409,AN69493138,Property,Insured asset,N/A,Truck,1996,VIN96659495,778 Pine St,San Jose,TX,232287.72,Fair,2019-04-23
AST02329350,AN88009310,Vehicle,Insured asset,N/A,Truck,2009,VIN96546296,254 Pine St,Chicago,NY,246049.82,Poor,2024-08-02
AST80161079,AN35251186,Property,Insured asset,N/A,Sedan,2009,VIN10147822,330 Pine St,Dallas,MA,7870.3,Good,2018-05-01
AST88921201,AN46828538,Equipment,Insured asset,Toyota,Sedan,2014,VIN86164874,612 Pine St,Miami,TX,115016.32,Excellent,2022-12-06
AST61019031,AN85661870,Property,Insured asset,Toyota,Sedan,2011,VIN02002735,749 Pine St,Austin,NY,181665.35,Fair,2022-01-04
AST26294121,AN57513575,Equipment,Insured asset,Ford,Truck,2011,VIN62817474,539 Pine St,Miami,CA,229323.14,Good,2020-07-07
AST35877405,AN63083342,Vehicle,Insured asset,Honda,ModelX,2000,VIN23721389,448 Pine St,Dallas,FL,36386.37,Good,2020-03-27
AST59164084,AN09871961,Vehicle,Insured asset,Ford,Sedan,2011,VIN12448526,611 Pine St,Dallas,IL,151182.0,Excellent,2025-01-29
AST76907497,AN14898131,Property,Insured asset,Honda,Truck,2013,VIN84606150,872 Pine St,San Jose,CA,200120.46,Poor,2024-10-26
AST13026200,AN02597719,Property,Insured asset,N/A,ModelX,1996,VIN70551828,621 Pine St,San Jose,WA,195483.96,Good,2021-04-05
AST72560726,AN60234864,Vehicle,Insured asset,N/A,Sedan,2012,VIN77100997,566 Pine St,San Jose,IL,217014.17,Excellent,2022-12-22
AST45201761,AN58385268,Property,Insured asset,Ford,ModelY,1999,VIN46565937,182 Pine St,Chicago,WA,6161.37,Fair,2025-07-17
AST86481231,AN30040129,Equipment,Insured asset,Toyota,Sedan,1999,VIN55720784,351 Pine St,Chicago,CA,156339.57,Poor,2025-07-17
AST43441367,AN40562886,Property,Insured asset,Toyota,Sedan,1996,VIN89311901,354 Pine St,Dallas,FL,220372.09,Excellent,2021-11-26
AST72230355,AN95249453,Equipment,Insured asset,Ford,ModelY,2017,VIN99009418,200 Pine St,San Jose,TX,208903.61,Fair,2019-04-07
AST76674560,AN12881851,Vehicle,Insured asset,Toyota,Truck,2025,VIN24595362,636 Pine St,Austin,NY,18984.9,Good,2021-06-15
AST40292431,AN25981603,Equipment,Insured asset,Ford,Sedan,2012,VIN65797742,878 Pine St,Chicago,TX,120780.11,Fair,2022-10-05
AST21165658,AN19061822,Equipment,Insured asset,Honda,ModelX,2012,VIN48265724,475 Pine St,Boston,WA,210434.13,Poor,2021-01-09
AST37485256,AN40786596,Equipment,Insured asset,Ford,ModelX,2019,VIN60559678,136 Pine St,Seattle,WA,204278.64,Excellent,2023-02-12
AST65330402,AN23629599,Vehicle,Insured asset,Honda,ModelX,2000,VIN30967369,803 Pine St,Chicago,FL,77018.13,Good,2023-01-03
AST54876246,AN38786237,Vehicle,Insured asset,Toyota,Sedan,2003,VIN83712508,303 Pine St,Miami,IL,124198.74,Fair,2024-11-20
AST98137692,AN96614852,Equipment,Insured asset,Honda,Sedan,1995,VIN76274657,910 Pine St,Dallas,TX,183533.41,Fair,2023-10-20
AST49243045,AN97195979,Property,Insured asset,Toyota,ModelX,2015,VIN50754412,287 Pine St,Austin,WA,83724.41,Good,2024-09-17
AST23270693,AN64483245,Equipment,Insured asset,Honda,ModelX,2019,VIN33050531,792 Pine St,Boston,CA,249844.05,Good,2020-07-31
AST43551420,AN04496869,Property,Insured asset,Ford,ModelY,1996,VIN78489651,481 Pine St,Chicago,WA,197046.87,Poor,2021-10-05
AST93775357,AN29108049,Property,Insured asset,Honda,Truck,2008,VIN30990541,492 Pine St,Dallas,NY,163016.79,Excellent,2020-06-05
AST94171303,AN67951644,Vehicle,Insured asset,Ford,Sedan,2001,VIN38314570,892 Pine St,Miami,IL,57093.66,Poor,2022-05-07
AST67362951,AN21782029,Property,Insured asset,Honda,Truck,2022,VIN48885200,390 Pine St,Chicago,FL,202859.81,Poor,2021-09-22
AST93081044,AN07842821,Vehicle,Insured asset,Ford,Sedan,2015,VIN94749103,474 Pine St,Chicago,MA,90453.04,Poor,2021-01-21
AST31861619,AN56545019,Vehicle,Insured asset,N/A,ModelY,2006,VIN61955769,694 Pine St,Miami,MA,135432.59,Fair,2020-12-24
AST25171961,AN31387937,Vehicle,Insured asset,Ford,Truck,2020,VIN56576651,513 Pine St,Chicago,MA,114860.89,Fair,2019-04-15
AST00512961,AN91624105,Equipment,Insured asset,N/A,ModelY,2001,VIN78746001,826 Pine St,Austin,WA,137745.55,Poor,2020-03-14
AST15554942,AN26802718,Equipment,Insured asset,Honda,Truck,2007,VIN02604039,780 Pine St,Chicago,WA,44318.29,Excellent,2020-07-02
AST21763856,AN37725099,Equipment,Insured asset,Toyota,ModelX,2002,VIN58914586,776 Pine St,Austin,NY,102911.01,Poor,2020-07-04
AST67216290,AN03540247,Vehicle,Insured asset,Honda,Truck,2012,VIN67679104,648 Pine St,Boston,WA,50024.54,Excellent,2019-08-18
AST67320312,AN06902428,Vehicle,Insured asset,Toyota,Sedan,2011,VIN04932845,767 Pine St,Chicago,NY,33743.42,Poor,2018-12-04
AST05067390,AN93156863,Vehicle,Insured asset,N/A,Sedan,2011,VIN62315819,113 Pine St,Dallas,IL,48459.49,Fair,2022-07-24
AST90642662,AN11352746,Vehicle,Insured asset,Toyota,ModelX,1998,VIN85981148,188 Pine St,San Jose,CA,178445.5,Poor,2022-07-01
AST52537137,AN86032331,Equipment,Insured asset,Toyota,ModelX,1999,VIN32796858,274 Pine St,Boston,IL,33412.38,Good,2025-09-19
AST36643742,AN84164783,Property,Insured asset,Toyota,ModelX,2012,VIN85849441,978 Pine St,Miami,TX,220566.98,Good,2021-01-27
AST41374788,AN06913609,Property,Insured asset,Ford,Truck,2012,VIN45021736,188 Pine St,Dallas,IL,151854.21,Fair,2025-12-19
AST70481088,AN07649641,Property,Insured asset,Toyota,ModelX,2011,VIN30183279,720 Pine St,Chicago,FL,180859.24,Good,2025-01-04
AST51810813,AN49967157,Vehicle,Insured asset,N/A,ModelX,2025,VIN36956541,553 Pine St,Miami,NY,232877.05,Poor,2018-06-20
AST74352095,AN28262991,Vehicle,Insured asset,Ford,Sedan,1998,VIN00603830,139 Pine St,Boston,CA,238421.65,Good,2022-02-06
AST58320981,AN02632577,Vehicle,Insured asset,Toyota,ModelX,2021,VIN34178532,234 Pine St,Austin,CA,67290.65,Poor,2023-07-27
AST12091428,AN46055463,Vehicle,Insured asset,Honda,Truck,2021,VIN18024617,902 Pine St,San Jose,IL,25863.12,Poor,2019-12-13
AST02378247,AN63465599,Vehicle,Insured asset,Ford,Truck,2003,VIN96303203,313 Pine St,Austin,FL,216473.87,Excellent,2025-04-30
AST70276246,AN83467866,Vehicle,Insured asset,Honda,ModelX,2016,VIN45285853,174 Pine St,Boston,MA,103896.94,Good,2025-06-25
AST88869639,AN96315112,Equipment,Insured asset,Toyota,ModelX,2008,VIN63459220,816 Pine St,Austin,NY,33712.16,Poor,2020-12-19
AST56075704,AN67667731,Equipment,Insured asset,N/A,ModelX,2022,VIN65860665,396 Pine St,Chicago,NY,30926.74,Poor,2023-08-05
AST09511330,AN12318295,Equipment,Insured asset,Toyota,ModelY,2006,VIN37784016,841 Pine St,Boston,CA,38419.47,Fair,2020-01-21
AST63428341,AN28609056,Property,Insured asset,N/A,ModelY,2001,VIN74081078,823 Pine St,Austin,IL,71375.77,Excellent,2025-12-20
AST49708083,AN77221333,Vehicle,Insured asset,Honda,Truck,2007,VIN65292205,969 Pine St,Chicago,MA,212741.73,Fair,2019-08-13
AST20965762,AN32187663,Property,Insured asset,N/A,ModelX,2023,VIN68804788,936 Pine St,Chicago,CA,213807.12,Fair,2018-11-12
AST79530957,AN88825059,Vehicle,Insured asset,Ford,Truck,2005,VIN61829124,646 Pine St,Miami,TX,226152.75,Poor,2021-02-28
AST18475572,AN72112417,Property,Insured asset,N/A,ModelY,2007,VIN15126955,722 Pine St,San Jose,FL,58992.08,Excellent,2020-12-18
AST99190795,AN20176862,Equipment,Insured asset,Ford,Sedan,2025,VIN08325981,869 Pine St,Boston,NY,34140.61,Fair,2020-08-09
AST14332397,AN46044531,Vehicle,Insured asset,N/A,ModelX,2014,VIN44334884,622 Pine St,Boston,IL,197887.17,Good,2022-09-03
AST45415920,AN04963426,Property,Insured asset,Ford,ModelX,2017,VIN45482045,356 Pine St,Boston,TX,49902.0,Good,2022-07-25
AST96848872,AN56042178,Equipment,Insured asset,N/A,ModelX,2025,VIN05934769,648 Pine St,Boston,WA,99008.28,Fair,2021-08-07
AST57474607,AN30270473,Property,Insured asset,N/A,ModelY,2023,VIN01096782,261 Pine St,Chicago,CA,34003.86,Excellent,2022-10-23
AST24975280,AN03415912,Equipment,Insured asset,N/A,Sedan,2005,VIN80755513,841 Pine St,Chicago,IL,185278.71,Good,2020-08-15
AST77790979,AN45889818,Property,Insured asset,Ford,ModelX,2012,VIN04972495,581 Pine St,Austin,CA,158861.47,Poor,2024-10-28
AST27872863,AN48478349,Vehicle,Insured asset,Honda,Sedan,1998,VIN97112716,890 Pine St,Miami,TX,144737.59,Good,2025-02-05
AST25963020,AN24671581,Vehicle,Insured asset,Honda,Truck,2007,VIN64384792,809 Pine St,Chicago,WA,189165.57,Good,2018-06-17
AST44722855,AN20438537,Property,Insured asset,Ford,ModelX,1999,VIN50464627,200 Pine St,Chicago,IL,45230.99,Good,2018-03-27
AST05839573,AN19942589,Vehicle,Insured asset,Toyota,ModelX,2010,VIN43809014,137 Pine St,Miami,WA,82142.87,Excellent,2018-07-28
AST94737294,AN47830059,Equipment,Insured asset,Ford,Sedan,2005,VIN38173317,977 Pine St,Miami,CA,213883.17,Fair,2024-05-22
AST18458706,AN69682622,Equipment,Insured asset,Honda,ModelX,1995,VIN39348137,237 Pine St,Austin,TX,18233.98,Poor,2020-05-16
AST70106234,AN21880906,Vehicle,Insured asset,Toyota,Sedan,2003,VIN85194741,542 Pine St,San Jose,NY,225954.91,Good,2022-12-11
AST74889626,AN42809791,Property,Insured asset,Toyota,Sedan,2011,VIN90778297,811 Pine St,Dallas,IL,217886.91,Good,2020-11-23
AST38706255,AN27780769,Property,Insured asset,Ford,ModelY,2022,VIN50656917,685 Pine St,Miami,FL,220492.62,Excellent,2023-08-20
AST53764064,AN65038028,Vehicle,Insured asset,Ford,ModelY,2022,VIN91891720,749 Pine St,Chicago,TX,45148.21,Fair,2022-07-13
AST91731781,AN71269835,Property,Insured asset,Ford,Truck,2001,VIN95975779,157 Pine St,Chicago,CA,21375.73,Good,2018-02-19
AST70005722,AN11447954,Vehicle,Insured asset,N/A,Truck,2014,VIN75874900,497 Pine St,Chicago,IL,158857.38,Excellent,2023-10-11
AST99207491,AN76073908,Property,Insured asset,Toyota,ModelX,2022,VIN77689968,536 Pine St,San Jose,NY,44327.83,Good,2019-09-15
AST10789835,AN17369645,Property,Insured asset,Honda,Truck,2023,VIN22222757,404 Pine St,Chicago,TX,13086.82,Excellent,2018-12-22
AST43729752,AN45350270,Property,Insured asset,Ford,Truck,2007,VIN71548516,108 Pine St,Seattle,TX,41283.1,Fair,2018-07-29
AST50302044,AN26660575,Vehicle,Insured asset,Honda,Sedan,2017,VIN99701179,331 Pine St,Dallas,NY,213871.13,Excellent,2021-07-27
AST96072818,AN51976427,Equipment,Insured asset,Ford,Sedan,2019,VIN31802435,372 Pine St,San Jose,WA,171681.01,Poor,2018-01-05
AST30867370,AN04241148,Property,Insured asset,Honda,ModelX,2020,VIN76229599,735 Pine St,Chicago,TX,99430.84,Excellent,2023-03-12
AST56888261,AN75116645,Equipment,Insured asset,N/A,ModelX,2005,VIN70432585,246 Pine St,Miami,FL,163204.89,Fair,2018-01-26
AST47331041,AN65358322,Property,Insured asset,Honda,ModelX,2024,VIN77322183,487 Pine St,Miami,NY,133388.26,Fair,2021-10-09
AST47203413,AN86163686,Equipment,Insured asset,Ford,Sedan,2006,VIN85125646,119 Pine St,Austin,WA,64013.35,Excellent,2018-04-24
AST42812671,AN59266055,Equipment,Insured asset,Honda,ModelX,2017,VIN28010745,489 Pine St,Boston,FL,16503.63,Excellent,2018-08-05
AST75159508,AN35258329,Vehicle,Insured asset,Honda,Truck,2005,VIN66087670,975 Pine St,Austin,CA,122220.43,Excellent,2023-12-10
AST72101242,AN96253037,Vehicle,Insured asset,Toyota,Truck,2023,VIN34084981,575 Pine St,Dallas,FL,162517.64,Excellent,2023-02-06
AST03384685,AN26915204,Property,Insured asset,N/A,Sedan,2005,VIN35407061,945 Pine St,San Jose,WA,208935.72,Excellent,2021-05-07
AST01070867,AN46319745,Vehicle,Insured asset,Ford,Sedan,2005,VIN33345375,722 Pine St,Seattle,WA,71143.06,Good,2025-03-12
AST65450193,AN86177369,Vehicle,Insured asset,Honda,Truck,1999,VIN60821950,336 Pine St,Dallas,MA,152763.38,Poor,2021-08-10
AST71866935,AN79509737,Property,Insured asset,Ford,Sedan,2020,VIN67760211,417 Pine St,Austin,WA,230904.62,Excellent,2023-12-10
AST27067089,AN91357217,Vehicle,Insured asset,Ford,ModelY,1999,VIN94210588,849 Pine St,Miami,MA,170083.69,Good,2023-05-31
AST48943942,AN78833597,Equipment,Insured asset,N/A,Truck,2000,VIN63579287,831 Pine St,Boston,NY,120167.15,Excellent,2023-09-12
AST80623061,AN01197467,Property,Insured asset,N/A,ModelY,2011,VIN20040883,365 Pine St,Seattle,NY,124909.4,Poor,2021-04-02
AST31481339,AN33908636,Vehicle,Insured asset,Ford,Truck,2020,VIN79559425,662 Pine St,Miami,MA,196925.14,Excellent,2024-11-01
AST80873436,AN24231353,Equipment,Insured asset,Honda,Truck,2018,VIN76396849,610 Pine St,Miami,TX,16522.57,Poor,2024-04-18
AST07523298,AN92910525,Property,Insured asset,Toyota,ModelY,2003,VIN77768627,502 Pine St,Seattle,WA,70960.29,Good,2022-02-02
AST89253307,AN43481022,Equipment,Insured asset,N/A,ModelY,2018,VIN46714205,189 Pine St,Dallas,IL,125415.76,Fair,2021-07-21
AST22277016,AN92899239,Vehicle,Insured asset,Toyota,Sedan,2007,VIN52786691,554 Pine St,Dallas,FL,14336.29,Excellent,2024-05-30
AST00517791,AN73589367,Vehicle,Insured asset,N/A,Truck,1998,VIN76362571,618 Pine St,San Jose,IL,18800.19,Fair,2022-06-30
AST32347101,AN48729563,Vehicle,Insured asset,Honda,Sedan,2016,VIN86621644,400 Pine St,Chicago,CA,236609.97,Good,2024-12-02
AST50090373,AN37238460,Property,Insured asset,Ford,ModelY,1998,VIN75673204,605 Pine St,Miami,NY,61374.37,Excellent,2025-12-12
AST34312909,AN62977460,Vehicle,Insured asset,Honda,ModelY,2024,VIN26830727,529 Pine St,Dallas,FL,73818.8,Excellent,2018-11-17
AST03329290,AN54298509,Vehicle,Insured asset,Ford,Truck,2013,VIN24514713,158 Pine St,Miami,MA,167601.72,Poor,2020-05-22
AST00761020,AN50564549,Vehicle,Insured asset,Ford,ModelX,2003,VIN75691562,574 Pine St,Chicago,FL,224023.05,Excellent,2022-04-05
AST75222121,AN99092078,Vehicle,Insured asset,Ford,Sedan,2012,VIN22252163,206 Pine St,San Jose,WA,66553.6,Good,2023-09-02
AST23476308,AN05144503,Property,Insured asset,Ford,ModelX,2001,VIN03046538,336 Pine St,San Jose,IL,95693.37,Poor,2021-08-26
AST29978662,AN82510753,Property,Insured asset,N/A,Truck,2024,VIN86389944,930 Pine St,Dallas,IL,221809.99,Good,2025-07-07
