claim_event_id,event_number,claim_id,adjuster_id,event_type,description,status,created_at,completed_at,notes,cost_usd
EV74529068,E21849467,CLM88678790,ADJ74074824,Approval,Workflow step,Active,2020-03-22,2022-01-18,Notes,4110.5
EV66823935,E21881166,CLM55949177,ADJ71309511,Approval,Workflow step,Closed,2021-10-15,2019-10-11,Notes,1798.11
EV62036780,E37076459,CLM12388943,ADJ33988064,Update,Workflow step,Cancelled,2021-08-06,2021-07-01,Notes,93.07
EV23697575,E42306376,CLM30414102,ADJ59917145,Approval,Workflow step,Closed,2022-05-19,2022-01-08,Notes,2147.94
EV77835678,E45499332,CLM02705050,ADJ74200720,Approval,Workflow step,Closed,2022-09-03,2020-12-31,Notes,3393.78
EV93190074,E53276429,CLM44827203,ADJ97168085,Update,Workflow step,Closed,2018-06-12,2022-08-08,Notes,1970.43
EV06971508,E08971567,CLM02012436,ADJ08218495,Approval,Workflow step,Closed,2020-10-21,2025-08-10,Notes,328.94
EV89362835,E73035733,CLM59201708,ADJ88472568,Approval,Workflow step,Closed,2025-10-03,2024-07-07,Notes,3211.88
EV75583105,E38506847,CLM54373608,ADJ62463483,Approval,Workflow step,Cancelled,2018-02-04,2019-01-25,Notes,3027.29
EV49584166,E54987995,CLM08402767,ADJ63905766,Update,Workflow step,Pending,2020-11-16,2023-06-04,Notes,2464.05
EV20920995,E33139293,CLM51184074,ADJ81297324,Update,Workflow step,Active,2022-09-28,2022-06-17,Notes,4380.31
EV80721738,E96465122,CLM92540720,ADJ04942643,Approval,Workflow step,Closed,2025-08-05,2022-09-27,Notes,1045.14
EV51582916,E39903306,CLM69297576,ADJ83285236,Approval,Workflow step,Pending,2023-10-05,2021-10-16,Notes,2695.79
EV90301057,E51769313,CLM34101076,ADJ83223544,Approval,Workflow step,Pending,2024-07-30,2021-06-21,Notes,3607.71
EV12476961,E59149064,CLM81056806,ADJ21435656,Approval,Workflow step,Closed,2023-07-08,2019-11-12,Notes,1073.04
EV77093107,E01019932,CLM54006425,ADJ50509173,Approval,Workflow step,Pending,2019-05-05,2025-06-03,Notes,2895.28
EV00409127,E83454213,CLM93826417,ADJ51678458,Inspection,Workflow step,Active,2023-10-23,2018-07-09,Notes,2258.13
EV58579126,E74265472,CLM06835117,ADJ85192480,Inspection,Workflow step,Closed,2022-02-09,2025-12-27,Notes,581.19
EV33613549,E00279084,CLM54006995,ADJ08613314,Approval,Workflow step,Closed,2024-12-17,2021-12-07,Notes,1144.0
EV52572957,E36334178,CLM19272866,ADJ94531944,Inspection,Workflow step,Cancelled,2023-10-28,2024-07-15,Notes,2328.73
EV96123224,E70245150,CLM32799917,ADJ16483516,Inspection,Workflow step,Pending,2022-03-16,2018-11-05,Notes,4690.23
EV98092138,E63446189,CLM13233244,ADJ50029323,Update,Workflow step,Pending,2020-08-01,2018-07-16,Notes,2062.63
EV33158831,E51807389,CLM82829039,ADJ21617784,Inspection,Workflow step,Cancelled,2019-08-15,2023-10-14,Notes,4772.12
EV46119943,E45186525,CLM28461268,ADJ48461732,Update,Workflow step,Closed,2019-04-20,2022-08-19,Notes,2611.34
EV56804976,E07162108,CLM70249097,ADJ53542109,Inspection,Workflow step,Closed,2022-07-31,2021-04-01,Notes,3609.56
EV20960286,E08804222,CLM46420813,ADJ65612733,Update,Workflow step,Active,2021-05-03,2021-09-28,Notes,3685.76
EV08515490,E73543341,CLM54644919,ADJ28826367,Approval,Workflow step,Pending,2021-02-27,2025-03-14,Notes,953.43
EV62555571,E65662832,CLM68784999,ADJ20607416,Update,Workflow step,Cancelled,2025-11-25,2025-07-17,Notes,2777.51
EV04180227,E63167693,CLM97738498,ADJ60407741,Inspection,Workflow step,Pending,2018-02-16,2018-02-21,Notes,1089.78
EV33276503,E51726778,CLM78866913,ADJ27369176,Inspection,Workflow step,Pending,2024-07-02,2023-11-10,Notes,1946.04
EV72346590,E96514722,CLM69744014,ADJ23430687,Inspection,Workflow step,Pending,2018-07-15,2020-04-08,Notes,3084.43
EV73891842,E85593081,CLM84511545,ADJ58378410,Inspection,Workflow step,Pending,2025-05-13,2018-08-15,Notes,4094.7
EV18526083,E22470413,CLM83463553,ADJ82575061,Inspection,Workflow step,Pending,2024-05-05,2025-03-15,Notes,660.19
EV06998770,E45206243,CLM75853382,ADJ83685108,Approval,Workflow step,Active,2020-07-27,2022-10-09,Notes,4605.22
EV73108076,E60894378,CLM57198213,ADJ91703827,Inspection,Workflow step,Cancelled,2025-11-22,2018-01-18,Notes,983.34
EV11529050,E53275155,CLM56667195,ADJ89071622,Inspection,Workflow step,Closed,2024-03-13,2025-11-11,Notes,2527.44
EV62440810,E78405699,CLM95860947,ADJ72985339,Inspection,Workflow step,Cancelled,2025-12-17,2021-10-16,Notes,1099.93
EV95234919,E89038231,CLM79552915,ADJ50090125,Inspection,Workflow step,Active,2024-09-07,2025-09-16,Notes,4075.95
EV67091366,E31329291,CLM31217155,ADJ72581867,Approval,Workflow step,Closed,2024-01-19,2020-10-29,Notes,473.52
EV74071215,E05735192,CLM96126625,ADJ38019672,Approval,Workflow step,Active,2024-06-24,2021-11-11,Notes,294.79
EV89693676,E43375619,CLM15665561,ADJ40236319,Inspection,Workflow step,Cancelled,2021-11-09,2022-03-21,Notes,806.44
EV55644523,E92880612,CLM73123465,ADJ58631672,Approval,Workflow step,Cancelled,2020-08-17,2023-08-01,Notes,2230.94
EV65799768,E90310998,CLM88878025,ADJ27538109,Approval,Workflow step,Cancelled,2025-02-21,2025-01-28,Notes,3899.07
EV40178934,E97285342,CLM95864456,ADJ68739375,Update,Workflow step,Closed,2018-05-23,2022-01-23,Notes,924.62
EV67636918,E83475023,CLM30511853,ADJ21178518,Approval,Workflow step,Closed,2024-12-12,2019-03-02,Notes,2696.67
EV50654954,E80576581,CLM82619727,ADJ36622508,Update,Workflow step,Cancelled,2025-01-06,2019-04-22,Notes,686.78
EV86531424,E08044635,CLM85204585,ADJ79464559,Update,Workflow step,Pending,2025-03-13,2019-08-08,Notes,150.87
EV15791734,E05685678,CLM56153109,ADJ86898174,Approval,Workflow step,Cancelled,2019-10-31,2021-03-29,Notes,4020.21
EV22146500,E43650224,CLM78551792,ADJ69007806,Update,Workflow step,Pending,2018-12-29,2024-09-10,Notes,201.25
EV95971185,E35777083,CLM50894236,ADJ47897927,Inspection,Workflow step,Closed,2023-08-26,2024-05-08,Notes,374.75
EV67134257,E47449732,CLM31531854,ADJ47971285,Update,Workflow step,Active,2025-03-30,2024-03-11,Notes,3902.98
EV69172996,E29793298,CLM44089916,ADJ47757268,Inspection,Workflow step,Active,2020-06-27,2024-10-11,Notes,3908.23
EV96758164,E23768102,CLM55623429,ADJ62241803,Update,Workflow step,Active,2025-06-19,2019-11-21,Notes,3863.42
EV51280012,E08979711,CLM60768897,ADJ44780662,Update,Workflow step,Active,2022-08-27,2020-01-15,Notes,2200.95
EV11570755,E64633479,CLM43030848,ADJ22297580,Update,Workflow step,Pending,2023-05-22,2018-11-09,Notes,1119.62
EV62271665,E93145078,CLM06361921,ADJ60508784,Update,Workflow step,Pending,2023-04-13,2021-05-17,Notes,4193.28
EV44979213,E32919609,CLM15984347,ADJ80228256,Update,Workflow step,Pending,2021-09-16,2022-04-18,Notes,1344.17
EV43134813,E28710503,CLM04950939,ADJ42195821,Update,Workflow step,Cancelled,2025-03-13,2018-10-12,Notes,3705.7
EV18231013,E40300096,CLM29150403,ADJ76210933,Approval,Workflow step,Closed,2018-05-09,2024-01-14,Notes,2884.8
EV50414246,E13613541,CLM58185730,ADJ90843456,Approval,Workflow step,Cancelled,2019-06-30,2019-04-05,Notes,4117.89
EV65361145,E04849212,CLM93816345,ADJ21006292,Inspection,Workflow step,Active,2018-03-21,2022-08-29,Notes,2491.79
EV91645906,E95145487,CLM07470412,ADJ82398441,Approval,Workflow step,Cancelled,2025-07-14,2022-11-01,Notes,3286.72
EV88061520,E73043653,CLM29499049,ADJ86898270,Approval,Workflow step,Cancelled,2019-12-28,2024-02-15,Notes,756.19
EV22796675,E04511196,CLM98755704,ADJ48823786,Update,Workflow step,Closed,2025-08-04,2019-06-08,Notes,467.84
EV40166028,E75411827,CLM74464057,ADJ44930858,Approval,Workflow step,Cancelled,2022-08-21,2020-10-29,Notes,3803.42
EV85123290,E56560331,CLM24931053,ADJ36855742,Update,Workflow step,Active,2018-07-27,2018-05-22,Notes,2028.1
EV12478257,E52762378,CLM63900103,ADJ31391269,Update,Workflow step,Closed,2022-06-07,2019-10-19,Notes,2542.31
EV28612395,E00401040,CLM81506167,ADJ97052197,Approval,Workflow step,Cancelled,2022-06-09,2022-04-21,Notes,4968.97
EV85611469,E82151320,CLM44473835,ADJ64858406,Approval,Workflow step,Pending,2023-12-24,2025-09-09,Notes,2809.35
EV31674961,E93481221,CLM18649633,ADJ22235664,Approval,Workflow step,Cancelled,2024-11-21,2020-06-14,Notes,722.78
EV70589705,E81160584,CLM63943092,ADJ69624266,Update,Workflow step,Cancelled,2023-09-29,2018-12-03,Notes,2334.36
EV52753153,E08239884,CLM05462719,ADJ65474543,Approval,Workflow step,Active,2024-10-10,2019-10-02,Notes,3993.87
EV22875400,E55839909,CLM00453534,ADJ74280831,Update,Workflow step,Cancelled,2023-04-11,2019-01-19,Notes,541.5
EV59762945,E53403667,CLM10942421,ADJ72035665,Update,Workflow step,Pending,2023-10-24,2025-10-11,Notes,2167.48
EV54553700,E45400371,CLM76956316,ADJ69258746,Approval,Workflow step,Closed,2022-11-10,2019-12-05,Notes,2115.22
EV78067353,E26826256,CLM00406323,ADJ18689871,Inspection,Workflow step,Closed,2022-05-01,2019-05-26,Notes,221.33
EV60285546,E34054251,CLM68693529,ADJ97320025,Update,Workflow step,Pending,2020-03-12,2023-04-13,Notes,1680.38
EV22188835,E22590077,CLM86488423,ADJ18090643,Approval,Workflow step,Cancelled,2020-05-22,2019-01-17,Notes,2850.36
EV80464781,E40203489,CLM51966448,ADJ03470198,Update,Workflow step,Cancelled,2022-03-06,2025-09-17,Notes,971.41
EV64571770,E88476294,CLM24458236,ADJ87401779,Approval,Workflow step,Pending,2021-05-26,2023-01-04,Notes,4752.78
EV21769606,E56056002,CLM49445724,ADJ97065038,Approval,Workflow step,Closed,2022-08-24,2025-12-04,Notes,4864.31
EV40867032,E75390720,CLM42757947,ADJ30714060,Inspection,Workflow step,Pending,2021-03-15,2019-06-21,Notes,503.99
EV03640368,E14240253,CLM78443515,ADJ12541394,Approval,Workflow step,Closed,2022-07-24,2025-11-23,Notes,1894.98
EV94829395,E56309122,CLM07874215,ADJ81167159,Update,Workflow step,Closed,2019-03-13,2022-12-17,Notes,4495.1
EV38931014,E68355006,CLM82940959,ADJ75320700,Inspection,Workflow step,Pending,2020-02-10,2021-02-02,Notes,3909.33
EV08391031,E87368983,CLM03766559,ADJ79523153,Inspection,Workflow step,Closed,2024-11-20,2025-11-24,Notes,2567.36
EV92297636,E06374613,CLM36894886,ADJ51080055,Inspection,Workflow step,Active,2025-10-30,2022-05-03,Notes,1508.87
EV93763762,E15685364,CLM39466782,ADJ80797463,Approval,Workflow step,Active,2024-05-29,2021-10-14,Notes,2056.99
EV78442868,E57440783,CLM48739395,ADJ78743504,Update,Workflow step,Cancelled,2018-11-21,2018-01-08,Notes,246.65
EV23219868,E87991328,CLM52754514,ADJ19307587,Inspection,Workflow step,Closed,2020-04-25,2019-05-20,Notes,514.27
EV32121458,E26062137,CLM75708275,ADJ36379618,Update,Workflow step,Pending,2020-10-03,2019-08-03,Notes,3534.48
EV85955018,E47136440,CLM15122099,ADJ00015437,Approval,Workflow step,Closed,2024-02-14,2023-09-04,Notes,1499.47
EV51180987,E45522013,CLM65336313,ADJ67306987,Update,Workflow step,Cancelled,2018-08-12,2023-11-11,Notes,268.33
EV89357332,E19643267,CLM50701822,ADJ89814621,Update,Workflow step,Cancelled,2021-09-14,2025-03-19,Notes,2646.45
EV77154020,E22501927,CLM38458451,ADJ32737011,Update,Workflow step,Cancelled,2025-05-02,2024-02-02,Notes,1315.27
EV51261876,E40253648,CLM60767920,ADJ04370386,Approval,Workflow step,Closed,2022-01-12,2019-06-01,Notes,4368.81
EV82182683,E56328346,CLM62349165,ADJ73517158,Update,Workflow step,Pending,2018-01-06,2021-11-10,Notes,365.34
EV07426294,E47697427,CLM14882600,ADJ74015517,Inspection,Workflow step,Pending,2019-04-01,2020-07-06,Notes,4292.5
EV36106164,E83550577,CLM35504778,ADJ55985343,Approval,Workflow step,Cancelled,2020-02-22,2018-12-13,Notes,1468.31
EV13122645,E82908303,CLM98746245,ADJ39584680,Inspection,Workflow step,Cancelled,2024-09-16,2025-02-08,Notes,952.63
EV16122532,E54848878,CLM56090141,ADJ97450823,Update,Workflow step,Cancelled,2022-07-22,2019-11-14,Notes,1568.99
EV30263461,E56844129,CLM98550874,ADJ14165551,Update,Workflow step,Closed,2023-06-01,2019-03-13,Notes,3660.4
EV75631854,E98960687,CLM26952700,ADJ03442317,Update,Workflow step,Closed,2021-07-09,2025-02-12,Notes,3111.81
EV81388883,E41146051,CLM55745479,ADJ29086731,Approval,Workflow step,Cancelled,2022-10-10,2021-09-22,Notes,4412.03
EV38902031,E44817946,CLM53569047,ADJ23112753,Approval,Workflow step,Active,2025-02-14,2020-04-24,Notes,4045.27
EV93971305,E06399829,CLM38562536,ADJ64217360,Inspection,Workflow step,Active,2019-12-27,2018-11-23,Notes,572.2
EV75835036,E53780604,CLM06721039,ADJ55849173,Update,Workflow step,Cancelled,2022-03-03,2019-01-12,Notes,3129.02
EV15162039,E74123285,CLM19169015,ADJ85752148,Update,Workflow step,Active,2020-10-15,2025-01-15,Notes,2046.77
EV26342913,E75613939,CLM67997079,ADJ77204813,Update,Workflow step,Cancelled,2023-03-20,2019-08-05,Notes,4127.14
EV80630717,E35458202,CLM61091376,ADJ95888047,Inspection,Workflow step,Pending,2021-08-05,2019-08-16,Notes,784.59
EV69509153,E22322653,CLM96067665,ADJ30719841,Update,Workflow step,Pending,2021-11-19,2020-03-11,Notes,2097.26
EV74608557,E40053593,CLM22995717,ADJ89738381,Inspection,Workflow step,Closed,2025-09-08,2025-03-13,Notes,2743.4
EV33785531,E53428826,CLM51678428,ADJ77246394,Approval,Workflow step,Closed,2023-09-11,2022-12-21,Notes,4217.55
EV96519453,E40135192,CLM03572328,ADJ17866078,Update,Workflow step,Cancelled,2022-03-27,2018-10-25,Notes,2244.01
EV67245688,E21575785,CLM53777379,ADJ83760050,Inspection,Workflow step,Closed,2019-08-01,2018-12-20,Notes,297.79
EV05012925,E26429908,CLM50868315,ADJ17899063,Update,Workflow step,Cancelled,2022-06-29,2018-05-24,Notes,477.7
EV80384614,E53892746,CLM74572172,ADJ96031529,Inspection,Workflow step,Active,2024-04-17,2021-07-17,Notes,1725.99
EV06805403,E84065786,CLM86850689,ADJ90491952,Inspection,Workflow step,Closed,2024-07-31,2020-01-22,Notes,2334.23
EV10140120,E80891065,CLM69666881,ADJ73918078,Update,Workflow step,Pending,2022-10-21,2021-07-24,Notes,4307.58
EV83684178,E52518670,CLM98607856,ADJ61575529,Inspection,Workflow step,Closed,2024-03-05,2022-05-18,Notes,2735.31
EV54281967,E54781995,CLM35252511,ADJ53287510,Update,Workflow step,Cancelled,2021-07-09,2020-09-20,Notes,296.72
EV58698715,E50195358,CLM27925514,ADJ16540581,Approval,Workflow step,Closed,2023-12-16,2018-09-15,Notes,3174.59
EV93937899,E23627560,CLM25250505,ADJ73046643,Update,Workflow step,Closed,2022-12-24,2024-10-28,Notes,889.74
EV64548387,E74524611,CLM91629175,ADJ18486970,Update,Workflow step,Pending,2024-04-19,2020-06-21,Notes,1213.89
EV60906735,E09888452,CLM27586256,ADJ80588136,Inspection,Workflow step,Closed,2023-08-24,2018-05-04,Notes,2380.42
EV49451589,E71105880,CLM68753593,ADJ78241300,Approval,Workflow step,Closed,2022-11-16,2022-12-26,Notes,171.14
EV96833843,E75787478,CLM02403663,ADJ57714461,Approval,Workflow step,Active,2020-10-20,2018-06-04,Notes,3262.25
EV49690730,E51044847,CLM49010810,ADJ38820597,Update,Workflow step,Closed,2024-07-21,2024-01-31,Notes,1894.95
EV99612816,E34055486,CLM06592158,ADJ97150518,Update,Workflow step,Cancelled,2025-04-06,2020-07-03,Notes,3094.25
EV88001546,E33572082,CLM81911349,ADJ57246724,Inspection,Workflow step,Closed,2022-11-11,2021-06-16,Notes,1312.9
EV98355848,E88474134,CLM97976374,ADJ78145359,Approval,Workflow step,Cancelled,2025-02-02,2021-12-05,Notes,479.64
EV12478587,E97257125,CLM73088465,ADJ07284408,Inspection,Workflow step,Cancelled,2025-04-06,2021-12-27,Notes,2268.67
EV34710309,E23653226,CLM38606295,ADJ45007533,Inspection,Workflow step,Active,2019-06-04,2024-06-06,Notes,2721.61
EV01114788,E88175171,CLM81862613,ADJ29139207,Approval,Workflow step,Closed,2023-03-08,2023-10-28,Notes,4903.95
EV38274563,E49567813,CLM14490313,ADJ37871503,Update,Workflow step,Closed,2019-07-22,2022-04-20,Notes,1737.66
EV50656309,E82007136,CLM74464057,ADJ23314526,Inspection,Workflow step,Pending,2019-08-11,2019-05-18,Notes,2743.31
EV39076936,E04371710,CLM40028395,ADJ69448767,Inspection,Workflow step,Pending,2022-08-05,2019-04-03,Notes,3154.48
EV53115925,E29689884,CLM85581430,ADJ37564733,Approval,Workflow step,Closed,2020-11-13,2025-06-13,Notes,2643.06
EV85350209,E35862093,CLM89397843,ADJ04255425,Approval,Workflow step,Cancelled,2022-08-13,2023-04-28,Notes,3957.77
EV98563341,E39997881,CLM11164630,ADJ53169541,Update,Workflow step,Cancelled,2022-12-21,2023-03-28,Notes,2928.08
EV36595644,E89900625,CLM24384469,ADJ11482247,Approval,Workflow step,Closed,2023-12-14,2023-07-29,Notes,3609.02
EV32793904,E15115523,CLM35280189,ADJ27932139,Update,Workflow step,Cancelled,2024-04-25,2019-12-30,Notes,2106.26
EV80929508,E14791478,CLM80217884,ADJ59071202,Update,Workflow step,Cancelled,2023-12-31,2021-05-16,Notes,2203.22
EV38971132,E98630791,CLM21484564,ADJ15093374,Inspection,Workflow step,Pending,2024-01-20,2022-04-05,Notes,2741.31
EV41010764,E91845579,CLM36506730,ADJ09174902,Approval,Workflow step,Cancelled,2018-11-03,2023-07-29,Notes,4353.4
EV71139021,E02280955,CLM72721815,ADJ82302615,Inspection,Workflow step,Active,2024-02-21,2020-07-03,Notes,4539.75
EV92267011,E49050901,CLM51941276,ADJ93305638,Update,Workflow step,Cancelled,2020-07-24,2020-07-22,Notes,4192.17
EV01390923,E12482038,CLM10526215,ADJ65786818,Inspection,Workflow step,Closed,2022-01-12,2025-10-16,Notes,3524.79
EV31927144,E36655077,CLM78735159,ADJ67672712,Approval,Workflow step,Active,2018-02-21,2023-08-24,Notes,4635.39
EV56063117,E53476863,CLM48386019,ADJ44607531,Inspection,Workflow step,Active,2019-11-26,2021-03-31,Notes,4693.59
EV25006863,E69029614,CLM35308138,ADJ71887517,Approval,Workflow step,Active,2021-04-26,2019-03-29,Notes,510.26
EV79519077,E62727104,CLM40251681,ADJ14922968,Update,Workflow step,Pending,2018-09-21,2024-07-03,Notes,4279.73
EV49619646,E53240452,CLM06872232,ADJ76849714,Update,Workflow step,Active,2023-07-15,2024-12-09,Notes,625.1
EV16572903,E68450778,CLM13587361,ADJ79515158,Approval,Workflow step,Closed,2025-02-15,2018-05-31,Notes,4935.97
EV77105522,E27422179,CLM12440299,ADJ33179179,Update,Workflow step,Pending,2024-03-01,2020-05-18,Notes,1235.18
EV53173025,E74990423,CLM42066198,ADJ94917876,Inspection,Workflow step,Active,2021-11-13,2022-07-08,Notes,4510.6
EV08147641,E63596584,CLM90691059,ADJ78494244,Inspection,Workflow step,Cancelled,2019-08-02,2019-10-16,Notes,237.74
EV33342649,E09363107,CLM79502017,ADJ06593116,Approval,Workflow step,Cancelled,2023-05-04,2020-08-02,Notes,2042.19
EV19416988,E31864842,CLM67531910,ADJ42148711,Update,Workflow step,Closed,2025-04-14,2018-07-26,Notes,2054.4
EV09156654,E85812928,CLM03543714,ADJ88030500,Update,Workflow step,Pending,2022-03-12,2020-03-10,Notes,1552.25
EV56359821,E18957124,CLM84841857,ADJ27335498,Inspection,Workflow step,Pending,2019-05-08,2022-03-14,Notes,2314.34
EV15946636,E98891023,CLM21997531,ADJ45324245,Update,Workflow step,Active,2021-04-29,2018-05-07,Notes,1947.59
EV80484392,E04590413,CLM30930282,ADJ80374166,Update,Workflow step,Pending,2024-09-07,2019-07-13,Notes,1894.76
EV69251049,E26752580,CLM78527621,ADJ50090125,Approval,Workflow step,Closed,2022-01-10,2023-04-22,Notes,259.72
EV77050829,E99796049,CLM33483448,ADJ39207279,Update,Workflow step,Cancelled,2020-07-20,2019-04-08,Notes,2788.02
EV37719581,E57020449,CLM75078970,ADJ11429690,Update,Workflow step,Active,2022-03-28,2024-01-14,Notes,3050.49
EV08947723,E55395952,CLM62015484,ADJ16761830,Update,Workflow step,Cancelled,2021-04-22,2021-05-11,Notes,4629.94
EV09757829,E33728225,CLM09718107,ADJ56643361,Inspection,Workflow step,Cancelled,2025-12-17,2021-10-13,Notes,2381.35
EV25354756,E53600955,CLM84486495,ADJ95527560,Update,Workflow step,Cancelled,2025-12-24,2024-03-28,Notes,3075.4
EV00203736,E79009964,CLM52541521,ADJ22581243,Inspection,Workflow step,Cancelled,2019-12-09,2023-02-22,Notes,3196.66
EV38458939,E73215006,CLM07830179,ADJ42831691,Approval,Workflow step,Cancelled,2023-07-10,2018-05-16,Notes,4105.73
EV08093804,E29083562,CLM28468648,ADJ61726132,Inspection,Workflow step,Pending,2025-11-04,2020-10-15,Notes,1596.1
EV81197946,E23818306,CLM36418554,ADJ31561912,Update,Workflow step,Pending,2022-05-27,2020-09-29,Notes,613.82
EV43459085,E91996382,CLM23315733,ADJ60021122,Inspection,Workflow step,Closed,2019-06-26,2025-11-25,Notes,1724.34
EV90894935,E36110771,CLM90644883,ADJ83970764,Approval,Workflow step,Cancelled,2020-10-01,2020-08-07,Notes,3068.86
EV71509111,E10431857,CLM38847695,ADJ55276836,Inspection,Workflow step,Active,2020-06-21,2021-10-07,Notes,4934.83
EV90304522,E88070567,CLM81265891,ADJ52518198,Approval,Workflow step,Active,2024-11-03,2020-01-21,Notes,4562.99
EV98804811,E01276142,CLM59663034,ADJ76265738,Approval,Workflow step,Pending,2021-04-18,2020-08-26,Notes,2684.65
EV04414807,E72570966,CLM83866092,ADJ07753006,Update,Workflow step,Active,2022-07-16,2023-11-30,Notes,1372.5
EV10166475,E08230310,CLM88357125,ADJ91397847,Approval,Workflow step,Pending,2021-12-15,2019-07-31,Notes,771.29
EV24876814,E10275285,CLM80449285,ADJ05876587,Inspection,Workflow step,Cancelled,2023-10-27,2019-12-05,Notes,2928.43
EV22763872,E53818499,CLM89944497,ADJ07861082,Inspection,Workflow step,Active,2023-04-11,2019-12-22,Notes,88.89
EV03196764,E13912011,CLM13977692,ADJ13374859,Inspection,Workflow step,Closed,2024-12-19,2020-01-25,Notes,4961.93
EV26966441,E33933265,CLM38877344,ADJ49127266,Approval,Workflow step,Cancelled,2019-12-06,2020-09-01,Notes,1654.8
EV06034367,E61063436,CLM60852591,ADJ49936905,Update,Workflow step,Active,2024-05-18,2020-01-29,Notes,2644.74
EV81952528,E12031792,CLM88647022,ADJ49900596,Inspection,Workflow step,Pending,2023-02-21,2019-08-18,Notes,2672.16
EV67651145,E70239165,CLM62762775,ADJ50662521,Approval,Workflow step,Closed,2021-02-28,2022-01-25,Notes,758.67
EV38367801,E79587891,CLM56610902,ADJ92940618,Inspection,Workflow step,Cancelled,2023-10-01,2024-08-16,Notes,1609.48
EV40276996,E51224624,CLM67189559,ADJ38485494,Update,Workflow step,Closed,2024-07-06,2020-07-12,Notes,4705.05
EV01613017,E05029836,CLM04890806,ADJ58124294,Update,Workflow step,Active,2020-01-14,2024-03-09,Notes,2385.81
EV23641007,E01792029,CLM10132921,ADJ28747294,Approval,Workflow step,Cancelled,2019-05-23,2021-08-12,Notes,458.88
EV86067936,E10055195,CLM84156878,ADJ46844131,Approval,Workflow step,Pending,2021-03-19,2020-09-25,Notes,461.45
EV66028936,E70144073,CLM71002594,ADJ71380732,Approval,Workflow step,Closed,2025-09-16,2022-11-09,Notes,2051.62
EV90323827,E12423364,CLM70607608,ADJ23834463,Approval,Workflow step,Closed,2021-08-20,2019-09-18,Notes,237.64
EV79777473,E69736685,CLM90932556,ADJ97346601,Inspection,Workflow step,Cancelled,2025-05-19,2025-01-12,Notes,155.28
EV13063418,E05923394,CLM88180590,ADJ81453033,Inspection,Workflow step,Cancelled,2018-04-27,2021-06-29,Notes,2311.92
EV07102223,E46973096,CLM74424214,ADJ54724719,Update,Workflow step,Pending,2021-04-01,2025-09-26,Notes,4938.73
EV17496277,E88613272,CLM80164421,ADJ20796250,Inspection,Workflow step,Active,2024-03-28,2024-07-31,Notes,1117.63
EV11109009,E10856924,CLM17969462,ADJ18995820,Inspection,Workflow step,Closed,2022-03-27,2018-09-06,Notes,4186.99
EV55246739,E12804103,CLM20998330,ADJ85395074,Update,Workflow step,Closed,2019-07-22,2023-06-21,Notes,4990.58
EV85438727,E27538376,CLM51481406,ADJ13984051,Inspection,Workflow step,Active,2025-06-23,2021-09-12,Notes,776.06
EV82343257,E54498835,CLM82264001,ADJ35269511,Inspection,Workflow step,Closed,2020-08-01,2025-07-03,Notes,1868.09
EV26231682,E64779766,CLM39071255,ADJ58168217,Inspection,Workflow step,Active,2019-10-02,2025-03-24,Notes,3819.28
EV53933194,E42460426,CLM74038248,ADJ48979256,Update,Workflow step,Closed,2025-07-15,2022-02-02,Notes,3954.86
EV52479378,E07333828,CLM09055877,ADJ36332395,Approval,Workflow step,Cancelled,2021-05-06,2023-11-15,Notes,4421.25
EV19429768,E28989874,CLM66040290,ADJ89129572,Approval,Workflow step,Active,2020-11-28,2020-02-17,Notes,1578.54
EV40398720,E32266631,CLM09534360,ADJ73484322,Update,Workflow step,Pending,2024-07-31,2020-11-24,Notes,3799.28
EV41662724,E31744374,CLM50102694,ADJ60267200,Approval,Workflow step,Pending,2018-10-09,2023-11-13,Notes,4105.65
EV90806385,E30365852,CLM19303233,ADJ74951269,Approval,Workflow step,Pending,2023-06-29,2021-08-15,Notes,3617.69
EV69942605,E49993567,CLM39775677,ADJ79613508,Update,Workflow step,Pending,2018-06-18,2019-01-31,Notes,4171.81
EV67446632,E91761911,CLM73896220,ADJ19080206,Inspection,Workflow step,Active,2023-01-23,2023-12-17,Notes,3308.73
EV30546853,E58515732,CLM50495403,ADJ40913111,Update,Workflow step,Pending,2023-09-25,2023-06-09,Notes,3823.66
EV02005507,E77276088,CLM89955848,ADJ35465761,Approval,Workflow step,Cancelled,2021-03-30,2021-05-20,Notes,4116.24
EV26918011,E56443732,CLM42398921,ADJ98906110,Inspection,Workflow step,Closed,2019-10-18,2023-12-17,Notes,3193.24
EV85008345,E66288874,CLM60410232,ADJ62207026,Inspection,Workflow step,Cancelled,2025-02-28,2019-11-03,Notes,4704.89
EV56986793,E24596136,CLM02016440,ADJ42942629,Inspection,Workflow step,Cancelled,2025-05-28,2024-07-18,Notes,589.86
EV62742928,E05223474,CLM42068265,ADJ47814912,Update,Workflow step,Closed,2023-01-23,2022-12-08,Notes,986.09
EV58410664,E00643515,CLM42099890,ADJ50885313,Inspection,Workflow step,Pending,2022-07-26,2025-08-24,Notes,2164.63
EV89076576,E92605621,CLM38910151,ADJ22457520,Update,Workflow step,Cancelled,2018-11-18,2020-11-16,Notes,2982.93
EV40168532,E43266203,CLM52040871,ADJ25112853,Inspection,Workflow step,Cancelled,2022-01-23,2020-12-31,Notes,3127.17
