policy_id,policy_number,policyholder_id,asset_id,policy_type,coverage_amount,deductible,premium_annual,effective_date,expiration_date,status,underwriter
POL14787383,P44653903,PH66375101,AST97692815,Life,538619.95,7139.93,912.03,2019-02-20,2024-03-17,Cancelled,UW-Team
POL53566753,P78176548,PH33773445,AST05185864,Auto,817796.87,6653.96,8967.44,2020-11-25,2025-09-11,Active,UW-Team
POL68312165,P05331362,PH41083963,AST59685244,Home,947126.96,7540.58,11324.43,2019-12-29,2022-08-03,Pending,UW-Team
POL55102687,P05357137,PH78485249,AST69415705,Home,288029.71,639.45,14819.42,2020-08-02,2021-12-10,Cancelled,UW-Team
POL32575914,P47671037,PH04210268,AST66564120,Life,53220.25,6116.6,2047.77,2024-01-12,2023-03-28,Pending,UW-Team
POL51797254,P26313236,PH46999900,AST01566825,Commercial,799115.49,1711.47,2208.97,2025-10-20,2024-12-30,Active,UW-Team
POL05403116,P45822187,PH02346824,AST38730252,Commercial,220509.71,5337.15,9947.31,2023-10-13,2025-01-20,Pending,UW-Team
POL72183288,P71305579,PH64361329,AST98494524,Commercial,930542.4,8894.46,14680.79,2023-02-10,2018-03-13,Cancelled,UW-Team
POL52205552,P18901877,PH33887800,AST54521654,Auto,756224.37,1129.97,2769.93,2018-05-23,2022-06-23,Closed,UW-Team
POL89512465,P14642916,PH48371441,AST50168297,Commercial,89250.54,921.25,14252.8,2020-10-21,2021-01-03,Cancelled,UW-Team
POL09383273,P17589683,PH58647140,AST36727811,Life,661226.72,5715.67,4708.07,2019-11-16,2023-08-23,Active,UW-Team
POL73805808,P38841022,PH94581648,AST95642608,Auto,529063.19,2059.15,1674.58,2023-10-08,2019-11-20,Closed,UW-Team
POL46231914,P88302722,PH81736461,AST02126062,Auto,212995.18,8103.97,3815.15,2022-02-21,2022-06-14,Pending,UW-Team
POL27674652,P40079884,PH85388380,AST83713392,Home,170184.93,2523.09,13157.12,2024-10-08,2019-07-15,Pending,UW-Team
POL62100402,P34899926,PH57341042,AST31527088,Commercial,554504.06,8660.56,12672.61,2021-01-07,2022-08-02,Closed,UW-Team
POL35299559,P70947901,PH85150774,AST97845742,Life,229197.73,4293.5,5484.0,2024-04-06,2025-09-16,Active,UW-Team
POL35913687,P07198897,PH66878224,AST34057479,Auto,711297.33,632.27,4211.88,2021-02-14,2024-06-19,Pending,UW-Team
POL64160121,P68002343,PH10264876,AST48059223,Life,940269.11,4375.22,11134.08,2025-08-08,2021-11-25,Closed,UW-Team
POL07464754,P67597571,PH60550102,AST35584241,Home,675782.79,3627.36,14737.75,2020-11-01,2019-12-02,Closed,UW-Team
POL17922464,P87284514,PH82023159,AST21522295,Auto,882826.85,2521.42,896.92,2018-07-28,2019-08-04,Closed,UW-Team
POL79183843,P88846042,PH37306961,AST19380975,Life,577511.28,2697.46,6060.63,2021-11-13,2019-06-16,Active,UW-Team
POL29289229,P43035378,PH09739757,AST13033180,Home,503116.41,9631.06,9782.59,2024-06-02,2019-09-16,Active,UW-Team
POL49547993,P23828818,PH62687770,AST49156269,Home,971479.39,2487.61,1283.38,2018-04-26,2022-03-26,Cancelled,UW-Team
POL60940710,P85209263,PH17140504,AST41907802,Commercial,339190.93,8792.56,11622.73,2024-10-11,2025-12-13,Pending,UW-Team
POL92224251,P09068301,PH97654560,AST41865407,Life,61778.57,9383.1,911.86,2018-05-14,2025-06-19,Active,UW-Team
POL22803828,P89650380,PH25814065,AST14702353,Auto,573015.63,1107.39,4575.18,2019-06-20,2020-05-19,Cancelled,UW-Team
POL97615809,P93336122,PH81158632,AST80394145,Commercial,958535.76,636.08,13993.24,2021-06-29,2022-02-18,Active,UW-Team
POL47215526,P23868805,PH75994388,AST88722213,Life,115902.62,4102.93,4126.23,2025-05-10,2020-03-07,Active,UW-Team
POL21950909,P78916498,PH39824221,AST23630501,Home,710677.86,7189.42,3124.74,2022-04-21,2023-02-10,Cancelled,UW-Team
POL38075197,P21849095,PH08139063,AST09918128,Home,113856.28,2688.94,12829.55,2022-04-04,2020-03-24,Pending,UW-Team
POL45031181,P47785725,PH50657055,AST44242729,Life,416592.58,2715.08,6021.97,2021-11-12,2020-05-21,Pending,UW-Team
POL75928109,P80651748,PH61984765,AST06908703,Auto,820914.26,5065.93,11620.36,2019-01-19,2020-07-25,Active,UW-Team
POL41345854,P41720621,PH23699520,AST94725042,Life,967228.41,3337.49,12308.67,2022-05-30,2020-09-24,Closed,UW-Team
POL26595328,P03274731,PH57204718,AST37805708,Life,501178.41,9620.27,13766.45,2024-04-26,2025-07-02,Cancelled,UW-Team
POL43057773,P35026074,PH07999115,AST11684290,Commercial,734208.5,5780.71,5255.78,2024-04-19,2025-03-16,Active,UW-Team
POL19197869,P35727929,PH28059465,AST27859098,Commercial,322591.55,647.01,2891.88,2022-06-28,2020-08-12,Active,UW-Team
POL30674129,P95785371,PH66988954,AST52897330,Life,173831.57,6521.18,13853.49,2019-03-23,2020-06-02,Pending,UW-Team
POL82848688,P47358803,PH02204740,AST63989223,Commercial,270342.78,4113.65,9289.31,2021-07-01,2024-03-22,Closed,UW-Team
POL04496819,P67683078,PH26285487,AST23563070,Auto,482913.93,6880.63,13774.81,2023-11-22,2018-01-04,Pending,UW-Team
POL48790190,P10915023,PH61364484,AST56268802,Home,364004.51,1830.33,4092.6,2019-07-06,2021-05-01,Closed,UW-Team
POL23337702,P11475423,PH01960766,AST27711373,Auto,275656.07,6740.72,14761.13,2022-12-31,2018-09-05,Pending,UW-Team
POL77691615,P15985467,PH82789735,AST57098051,Home,289787.62,5665.38,3526.24,2018-01-19,2020-01-12,Pending,UW-Team
POL09481951,P06876066,PH53386937,AST37937324,Life,272614.61,7718.89,14330.66,2022-11-09,2019-08-17,Closed,UW-Team
POL37036168,P89258395,PH23606553,AST88856708,Commercial,911509.37,5145.2,9272.66,2024-03-16,2025-03-10,Pending,UW-Team
POL46541024,P21414711,PH44547204,AST42650236,Commercial,183246.41,4657.66,4428.98,2019-09-18,2020-12-17,Pending,UW-Team
POL20833253,P73428557,PH61093218,AST53602876,Home,330146.15,9866.82,13301.45,2018-01-03,2023-10-13,Closed,UW-Team
POL21465580,P31480868,PH15923811,AST66013135,Commercial,929389.67,9560.36,11293.63,2025-01-20,2022-10-31,Cancelled,UW-Team
POL05197978,P71011078,PH06572425,AST19108240,Commercial,414899.1,5514.08,7064.34,2022-06-17,2022-02-11,Pending,UW-Team
POL04695795,P69870844,PH88066551,AST21458773,Auto,301875.82,4537.05,8161.68,2020-04-17,2022-05-11,Pending,UW-Team
POL63052077,P65735899,PH98766785,AST55450759,Auto,573021.19,6603.27,14306.7,2020-10-03,2018-04-24,Cancelled,UW-Team
POL02974712,P11568950,PH26514901,AST43647345,Life,576156.01,6825.42,3091.09,2021-01-09,2018-10-27,Closed,UW-Team
POL76313423,P23184872,PH29239497,AST40880891,Life,193040.29,1119.68,10438.98,2022-11-19,2025-11-27,Pending,UW-Team
POL46087159,P04283947,PH12339204,AST53619739,Commercial,996898.51,7477.89,14408.72,2018-12-13,2020-11-25,Pending,UW-Team
POL83014444,P21998966,PH97776397,AST17143338,Auto,190217.43,8808.99,11396.99,2022-11-19,2025-06-13,Closed,UW-Team
POL09673065,P05538232,PH04623269,AST58760757,Auto,910557.61,2768.14,13067.91,2024-05-12,2019-03-10,Cancelled,UW-Team
POL73988563,P21693583,PH62269851,AST24378910,Home,766944.9,2197.55,4951.76,2021-04-02,2025-02-09,Closed,UW-Team
POL26510519,P35683798,PH37282265,AST67924732,Life,640217.96,3549.47,846.63,2024-05-04,2025-01-13,Closed,UW-Team
POL07482085,P02482514,PH32935311,AST31842302,Commercial,745597.51,7993.8,13376.76,2024-11-20,2019-11-04,Cancelled,UW-Team
POL75338082,P21677326,PH48626555,AST19742492,Auto,647708.71,3634.47,713.94,2023-09-20,2020-02-22,Active,UW-Team
POL61511875,P75869371,PH83565330,AST22556189,Life,481872.88,9526.49,5158.07,2024-06-24,2018-08-07,Cancelled,UW-Team
POL46839457,P64526328,PH72057630,AST23102829,Home,287202.05,8331.55,1350.74,2023-04-24,2021-03-18,Active,UW-Team
POL52689113,P53059724,PH78278959,AST82028845,Home,727685.76,7987.7,11747.89,2025-03-30,2022-11-20,Active,UW-Team
POL14900620,P39951938,PH67915836,AST47493110,Home,715082.59,6240.51,14544.32,2020-08-01,2024-01-29,Cancelled,UW-Team
POL03753931,P03893013,PH09175991,AST00265511,Commercial,879416.15,5848.97,8123.81,2018-07-04,2020-07-14,Closed,UW-Team
POL45949030,P07600560,PH35734733,AST64951727,Life,241921.87,3782.76,11394.67,2023-09-28,2024-12-30,Pending,UW-Team
POL37888212,P71376840,PH56225745,AST76160455,Home,850347.26,5079.08,14561.48,2021-09-20,2025-09-22,Cancelled,UW-Team
POL88296883,P10180299,PH09021995,AST59689614,Home,317593.12,7699.88,11953.92,2023-10-03,2022-02-03,Cancelled,UW-Team
POL79884462,P43965837,PH54921592,AST13333828,Commercial,178198.82,966.2,10105.22,2019-02-06,2020-04-25,Pending,UW-Team
POL02663768,P06241445,PH37968151,AST23630501,Life,371976.68,3533.78,10882.86,2020-07-16,2020-10-27,Cancelled,UW-Team
POL66468907,P51704229,PH72067623,AST39116281,Commercial,71374.5,1817.61,7494.34,2022-02-28,2023-07-25,Active,UW-Team
POL81638257,P78156413,PH27019425,AST89127839,Commercial,255879.35,3709.31,3874.09,2018-02-04,2021-01-10,Closed,UW-Team
POL98672351,P77894210,PH45140054,AST13611103,Commercial,200392.88,9667.0,4841.56,2025-08-23,2020-05-11,Active,UW-Team
POL36006660,P27447151,PH25109895,AST39829276,Home,156007.91,9558.41,6180.18,2022-11-13,2021-10-24,Pending,UW-Team
POL49023515,P22870549,PH57693013,AST63123516,Auto,283180.73,2294.07,5285.4,2022-04-22,2018-07-19,Active,UW-Team
POL39160678,P39524866,PH05039223,AST58102075,Auto,361257.8,1588.68,11598.76,2022-09-13,2019-12-23,Closed,UW-Team
POL17907489,P33992215,PH21812957,AST08906516,Home,764830.07,8198.33,3222.18,2020-01-30,2021-01-22,Active,UW-Team
POL42478135,P67875479,PH24892402,AST58703289,Auto,243520.7,3571.52,4854.4,2025-09-09,2023-09-23,Cancelled,UW-Team
POL73887443,P98104248,PH58394612,AST62065211,Life,523819.89,3203.47,8103.61,2025-03-22,2021-10-31,Active,UW-Team
POL87197599,P06068899,PH70589556,AST44510769,Home,441926.1,1272.81,13790.34,2024-03-11,2025-11-18,Pending,UW-Team
POL88968891,P39435432,PH89523731,AST44807097,Commercial,451825.27,8883.65,8242.43,2018-09-10,2019-10-27,Active,UW-Team
POL57984756,P65752826,PH38148153,AST44885924,Auto,716247.57,643.89,2740.51,2023-04-08,2018-07-13,Cancelled,UW-Team
POL52082405,P04803335,PH14397202,AST46540291,Auto,834793.58,824.25,9359.67,2025-07-17,2018-11-05,Pending,UW-Team
POL63624854,P18460852,PH40757830,AST17785789,Commercial,868344.16,7461.88,14251.9,2021-04-07,2025-07-24,Closed,UW-Team
POL22670140,P71747900,PH38096018,AST98610546,Commercial,513316.39,4131.57,6792.72,2022-06-27,2018-10-31,Active,UW-Team
POL44771619,P25764268,PH31807193,AST92762771,Auto,581623.94,7672.82,11024.14,2021-11-11,2018-06-02,Active,UW-Team
POL05066733,P04490544,PH32468097,AST02596435,Auto,935327.48,3872.01,7956.68,2025-04-17,2022-01-02,Closed,UW-Team
POL05748781,P82704287,PH17069122,AST81039999,Home,696935.68,1207.39,10330.87,2021-10-26,2021-01-10,Closed,UW-Team
POL58021238,P76601839,PH12105603,AST21467304,Commercial,400753.57,7139.83,9331.83,2020-11-11,2025-10-31,Closed,UW-Team
POL01217201,P45008484,PH64925522,AST89775078,Life,920726.89,5651.56,4637.75,2023-03-26,2018-10-25,Pending,UW-Team
POL15966818,P96424001,PH33235925,AST09590276,Home,111266.41,7740.55,6520.11,2018-01-03,2019-06-19,Closed,UW-Team
POL53409879,P18172374,PH55560719,AST25278216,Life,512739.74,4525.28,6488.37,2018-03-12,2021-12-06,Pending,UW-Team
POL51265285,P53297705,PH26210525,AST40892315,Home,983308.28,6147.08,11650.76,2025-03-26,2023-01-27,Active,UW-Team
POL62438898,P24838290,PH12350096,AST77469660,Life,699261.01,1460.87,13587.09,2025-04-09,2025-12-19,Cancelled,UW-Team
POL51113844,P54993974,PH27107994,AST90982456,Commercial,260390.81,2768.24,13990.09,2023-03-23,2024-04-22,Pending,UW-Team
POL76684662,P23544857,PH73412708,AST65900604,Home,687090.38,7589.78,4156.75,2018-05-16,2021-07-18,Active,UW-Team
POL50458285,P52471422,PH05770937,AST37985959,Commercial,735674.34,831.09,8493.65,2019-03-09,2018-08-07,Cancelled,UW-Team
POL83264126,P93400045,PH31252504,AST17969006,Auto,144934.67,2972.25,7404.06,2022-04-30,2025-10-23,Pending,UW-Team
POL86522732,P79732772,PH29386234,AST70426018,Home,164434.86,7402.41,14917.93,2022-02-26,2021-06-09,Active,UW-Team
POL71083088,P44286987,PH72671134,AST71404400,Home,56450.13,4581.65,6066.96,2019-06-08,2025-09-14,Pending,UW-Team
POL46413234,P42017943,PH67199612,AST95837511,Commercial,866226.34,8967.11,5382.51,2021-12-28,2023-10-25,Cancelled,UW-Team
POL02909890,P47012593,PH11572863,AST39804784,Home,351027.87,9139.75,1824.39,2018-12-09,2022-10-31,Active,UW-Team
POL62269779,P60459460,PH65309016,AST88491778,Life,205563.05,3087.2,1083.43,2019-10-23,2019-12-30,Cancelled,UW-Team
POL18241437,P00367837,PH39732730,AST42125658,Home,535752.14,6535.71,9654.5,2025-07-18,2023-04-04,Active,UW-Team
POL80552180,P56314089,PH54488410,AST12801224,Commercial,160576.59,3773.8,5933.66,2021-04-08,2022-06-27,Cancelled,UW-Team
POL96238048,P66387143,PH48977740,AST62772127,Life,783316.48,2699.86,743.24,2021-06-09,2025-11-10,Cancelled,UW-Team
POL33067484,P72673724,PH96509990,AST33237536,Home,670733.94,8465.27,3899.2,2020-12-02,2022-04-24,Cancelled,UW-Team
POL67407080,P81516308,PH61284172,AST73137038,Life,151199.98,2977.1,3783.83,2019-09-01,2020-03-03,Pending,UW-Team
POL51659801,P74613865,PH64976827,AST96479430,Auto,847946.13,3019.0,7941.2,2025-01-06,2021-08-22,Cancelled,UW-Team
POL59304433,P19880566,PH23536190,AST45274814,Auto,363495.98,4593.75,2226.54,2018-04-21,2025-10-22,Cancelled,UW-Team
POL55704663,P65480389,PH24785067,AST75131687,Home,502121.4,1566.6,13698.39,2018-09-01,2022-03-10,Active,UW-Team
POL28449898,P39203743,PH45577149,AST32932456,Auto,587910.77,4869.78,10955.67,2022-03-11,2021-02-19,Active,UW-Team
POL71062767,P19164699,PH70102622,AST59742296,Home,132391.22,944.15,9304.45,2020-02-23,2025-02-17,Pending,UW-Team
POL36881729,P84934719,PH41148591,AST89004779,Commercial,105647.98,3520.32,10686.5,2018-10-24,2025-08-10,Active,UW-Team
POL94124588,P00544592,PH26917199,AST02135466,Life,885541.85,6364.57,9891.15,2018-03-07,2018-01-02,Cancelled,UW-Team
POL17430077,P63026446,PH94837973,AST08837014,Auto,126346.29,5343.6,10596.0,2018-10-23,2022-02-19,Closed,UW-Team
POL74364638,P92575535,PH85351463,AST72416666,Home,283634.62,1542.52,6740.53,2023-08-28,2023-02-10,Closed,UW-Team
POL38111301,P21272852,PH51099255,AST82988624,Commercial,442847.73,4484.64,9309.39,2023-02-24,2024-03-16,Cancelled,UW-Team
POL71348063,P05861970,PH02334076,AST40874367,Auto,809879.48,8524.79,11504.4,2022-02-02,2019-03-27,Cancelled,UW-Team
POL20109167,P04673668,PH79075560,AST27965508,Life,636914.32,5816.94,12982.26,2021-05-31,2025-08-12,Active,UW-Team
POL88696233,P09601755,PH52235741,AST14936630,Home,544618.61,1562.62,2873.41,2018-05-21,2022-07-26,Active,UW-Team
POL04360056,P06593056,PH58096701,AST07299653,Home,139249.57,5996.15,8854.66,2020-09-09,2025-02-02,Active,UW-Team
POL40345228,P49111471,PH78908850,AST30257317,Commercial,859296.32,2022.9,5092.08,2022-08-27,2021-05-22,Cancelled,UW-Team
POL55707675,P94725713,PH42755410,AST54955437,Home,783919.89,7758.02,14721.49,2023-10-28,2025-07-17,Active,UW-Team
POL77876135,P57184304,PH03631394,AST46493120,Commercial,609198.4,7708.9,8700.69,2024-10-02,2020-05-27,Active,UW-Team
POL58812392,P98302688,PH24255183,AST59996105,Commercial,903390.5,4040.69,4431.72,2020-02-18,2022-04-28,Pending,UW-Team
POL14923520,P01088553,PH28119254,AST58762247,Life,643958.16,4762.81,13978.16,2023-07-20,2019-05-25,Pending,UW-Team
POL66030171,P88254960,PH24455500,AST99726817,Home,700727.22,2607.9,8648.7,2022-12-28,2019-09-13,Pending,UW-Team
POL60402210,P60295078,PH67829020,AST02315539,Life,505300.6,5649.11,942.36,2024-09-29,2018-11-15,Pending,UW-Team
POL29754891,P26732338,PH17609396,AST99229303,Life,679276.6,7627.15,7180.8,2019-08-08,2020-06-09,Pending,UW-Team
POL37267674,P91658969,PH52108463,AST35106124,Home,91889.81,7843.21,9188.52,2023-08-18,2019-12-10,Active,UW-Team
POL09168247,P92842199,PH75405339,AST43162325,Auto,395962.29,2058.22,3059.2,2020-12-06,2018-10-25,Pending,UW-Team
POL72535259,P41070091,PH50898707,AST70730815,Life,437579.58,1216.18,5818.86,2018-09-11,2025-01-22,Cancelled,UW-Team
POL47442015,P54311836,PH02346824,AST23532433,Life,696211.86,3742.36,3800.24,2025-04-16,2024-01-16,Cancelled,UW-Team
POL67529694,P14317239,PH48890907,AST69030939,Home,601040.73,9749.34,12694.63,2020-06-10,2025-07-10,Active,UW-Team
POL26451451,P46365209,PH66406093,AST14685086,Home,196336.03,1538.43,7168.62,2023-01-06,2018-03-15,Cancelled,UW-Team
POL63081393,P11301151,PH95511228,AST72379085,Life,873710.13,5919.15,2154.41,2018-11-24,2025-09-07,Active,UW-Team
POL89455144,P12238506,PH76638448,AST36074523,Home,100775.18,7089.59,14441.38,2021-01-06,2021-02-12,Active,UW-Team
POL48637494,P97924472,PH51813648,AST95079881,Commercial,910412.25,9613.8,8454.58,2021-11-25,2019-11-26,Pending,UW-Team
POL92017387,P57808759,PH03188740,AST17439345,Life,351072.4,3905.13,5734.95,2019-08-06,2025-05-22,Closed,UW-Team
POL86530089,P55740167,PH74873414,AST48484169,Life,509368.57,6554.24,11840.78,2021-08-24,2023-10-05,Closed,UW-Team
POL34241889,P32830431,PH68020013,AST22333365,Life,641668.24,501.32,4736.88,2021-07-09,2020-10-30,Pending,UW-Team
POL22371666,P26696328,PH11531299,AST36308638,Home,886187.0,2364.23,14667.91,2024-06-02,2018-10-06,Cancelled,UW-Team
POL25448104,P67060776,PH29626801,AST58673013,Home,548262.27,7791.71,7356.29,2020-07-18,2021-03-19,Closed,UW-Team
POL91617373,P41675556,PH05249072,AST28126478,Commercial,240726.55,8359.38,13425.16,2021-08-18,2022-12-28,Cancelled,UW-Team
POL93271764,P36416828,PH22111084,AST13286427,Life,720798.63,5517.07,14937.1,2025-02-02,2025-04-30,Active,UW-Team
POL99189343,P39222086,PH80687546,AST63457742,Auto,778930.44,8615.25,11667.3,2022-09-19,2022-03-02,Pending,UW-Team
POL81340897,P29750354,PH20826178,AST43669018,Commercial,157587.63,6421.26,13480.43,2023-04-21,2018-09-24,Pending,UW-Team
POL11169664,P46218148,PH28218883,AST58011202,Home,462765.84,5001.28,4871.66,2022-07-07,2021-06-07,Cancelled,UW-Team
POL51402248,P91403475,PH24590291,AST19207764,Life,958539.01,5671.77,13048.39,2022-07-23,2025-12-26,Pending,UW-Team
POL02025551,P32535806,PH83425129,AST12707275,Auto,605689.88,606.1,7884.42,2021-04-16,2023-06-11,Closed,UW-Team
POL90387712,P83780484,PH77350746,AST26656729,Auto,997642.62,7481.0,3065.0,2018-10-15,2019-01-25,Cancelled,UW-Team
POL45467008,P70736997,PH62687770,AST38476900,Commercial,283035.29,8397.18,12598.26,2018-07-12,2018-09-10,Closed,UW-Team
POL85418590,P49212769,PH28049496,AST70093739,Life,908094.59,2227.16,1892.45,2025-06-05,2019-05-19,Closed,UW-Team
POL52342182,P92663425,PH20520282,AST05778220,Auto,738842.45,4766.68,4807.57,2020-12-25,2025-12-18,Cancelled,UW-Team
POL97236671,P46535265,PH52074444,AST58118168,Life,447743.84,1419.54,1619.09,2020-02-27,2021-11-01,Pending,UW-Team
POL35718130,P65011670,PH24774021,AST55178268,Auto,550883.67,7490.27,12004.12,2024-12-22,2022-03-31,Closed,UW-Team
POL09286574,P79017513,PH04157226,AST31831712,Life,999499.23,4361.47,6870.75,2022-10-26,2023-07-06,Cancelled,UW-Team
POL86258832,P20657492,PH77500167,AST55385783,Life,768471.67,9742.45,7424.93,2020-01-19,2024-08-17,Cancelled,UW-Team
POL42905372,P27478755,PH95044488,AST53726120,Auto,998861.84,6222.08,12129.24,2022-07-09,2019-02-26,Closed,UW-Team
POL53495505,P38033854,PH24345524,AST61714016,Home,575346.85,8490.38,4322.83,2018-02-04,2023-10-05,Active,UW-Team
POL25450898,P77993747,PH46443056,AST02205590,Commercial,546922.1,8504.65,2096.47,2020-12-22,2025-04-18,Cancelled,UW-Team
POL17491903,P34191308,PH99467259,AST78851947,Auto,879969.69,3963.33,9958.63,2021-09-19,2018-02-28,Cancelled,UW-Team
POL12576743,P79546455,PH15644621,AST83515737,Home,869546.18,2187.01,3554.69,2020-05-23,2023-03-24,Closed,UW-Team
POL70556995,P94441346,PH70432206,AST08106953,Life,483164.86,3257.33,5444.63,2025-04-05,2025-01-16,Closed,UW-Team
POL47366425,P02466422,PH42993814,AST92422654,Commercial,356760.88,5195.33,4988.4,2020-11-10,2021-11-30,Active,UW-Team
POL79973920,P11946132,PH31933785,AST96045815,Auto,307997.03,4912.51,5996.63,2018-06-21,2024-01-20,Active,UW-Team
POL26876998,P96727846,PH00992243,AST95298521,Commercial,80792.23,9036.07,4804.18,2019-11-08,2024-06-01,Active,UW-Team
POL71618380,P96189735,PH69624273,AST66588559,Life,514624.43,7096.08,4658.09,2020-05-03,2023-08-30,Cancelled,UW-Team
POL84916948,P34384288,PH03803975,AST61360254,Home,162200.72,2186.34,13639.91,2019-07-19,2019-06-08,Closed,UW-Team
POL01743095,P39258503,PH72220929,AST86673925,Home,119630.14,5047.29,3303.68,2018-08-15,2018-10-27,Closed,UW-Team
POL76649713,P97014745,PH48357976,AST07531812,Home,79467.67,5774.18,10851.18,2025-02-06,2022-04-18,Active,UW-Team
POL39374509,P39985607,PH73571516,AST84482976,Auto,654277.11,7064.58,6069.93,2018-09-23,2022-11-09,Cancelled,UW-Team
POL77515852,P61215000,PH08548057,AST28649305,Life,885749.4,4795.49,13486.54,2025-09-05,2019-09-21,Active,UW-Team
POL81886803,P76033257,PH75615688,AST43441367,Commercial,943607.17,4832.98,11483.2,2025-09-03,2019-07-22,Cancelled,UW-Team
POL07019988,P45930006,PH67600625,AST65246586,Auto,538495.68,2479.82,8961.26,2024-12-17,2022-09-07,Active,UW-Team
POL33885294,P84689353,PH64587629,AST99825230,Home,896683.88,893.28,11463.03,2018-02-24,2020-09-17,Closed,UW-Team
POL43791532,P59326338,PH27101084,AST01990599,Home,470033.45,5432.49,2280.83,2023-03-28,2020-03-26,Pending,UW-Team
POL49204180,P25646072,PH48874867,AST50282146,Commercial,155960.3,6729.5,12244.06,2025-02-23,2021-08-06,Pending,UW-Team
POL15860703,P76354816,PH04372635,AST70034273,Commercial,736064.54,6068.75,6680.74,2025-11-01,2024-03-31,Closed,UW-Team
POL30497676,P76187698,PH30514149,AST43062863,Home,383594.43,5132.38,13659.55,2023-05-26,2022-08-12,Active,UW-Team
POL73897895,P29946632,PH12266674,AST36178533,Auto,536158.98,5988.14,7816.12,2025-08-31,2024-12-14,Cancelled,UW-Team
POL57181151,P95149050,PH79350419,AST96811880,Life,710700.67,2794.65,4237.11,2024-04-24,2023-08-10,Pending,UW-Team
POL79338030,P13664376,PH13323833,AST21910905,Commercial,863492.32,6288.64,4101.44,2019-12-27,2021-02-21,Active,UW-Team
POL66843750,P03773612,PH50313836,AST40373848,Home,787098.92,8297.69,14953.17,2024-05-29,2020-05-06,Cancelled,UW-Team
POL24920925,P53657420,PH98074774,AST02022314,Home,232164.99,3776.0,14573.59,2020-10-24,2019-05-26,Cancelled,UW-Team
POL63409121,P10875995,PH93924896,AST90336112,Auto,719353.92,8103.16,12144.48,2024-04-26,2025-06-18,Pending,UW-Team
POL65764727,P71474553,PH69080061,AST10610499,Home,548532.71,1157.43,7087.68,2019-08-09,2023-10-04,Active,UW-Team
POL18746506,P14240703,PH84943908,AST96500377,Life,236350.42,5879.85,8026.12,2018-10-26,2021-07-20,Closed,UW-Team
POL91123420,P01475513,PH22230310,AST09340774,Life,70931.36,4441.82,9744.58,2019-05-31,2019-05-27,Cancelled,UW-Team
POL44342604,P01885099,PH65626055,AST52148336,Life,595987.9,3471.5,8331.97,2024-07-14,2020-09-15,Pending,UW-Team
POL24714047,P72503355,PH68563162,AST88745980,Home,58512.82,1023.94,13918.86,2022-01-20,2018-04-28,Pending,UW-Team
POL39952820,P84827392,PH72031271,AST05523151,Life,519710.01,4624.71,662.32,2020-09-23,2025-07-22,Cancelled,UW-Team
POL82979465,P32328050,PH32612866,AST12956887,Commercial,518865.17,810.09,7738.24,2022-05-14,2022-04-17,Active,UW-Team
POL68663049,P30850419,PH99789591,AST61174788,Home,613716.51,6870.22,13933.64,2025-01-29,2024-01-10,Cancelled,UW-Team
POL80304525,P69617797,PH26978631,AST38483013,Life,288326.06,3724.74,2465.5,2022-11-27,2018-09-04,Active,UW-Team
POL38743662,P76935993,PH57085855,AST05112323,Life,151329.05,5936.65,3775.06,2019-06-04,2019-05-24,Closed,UW-Team
POL67985991,P69964409,PH84085039,AST80873436,Life,663227.32,9721.74,8501.46,2023-10-16,2018-01-04,Active,UW-Team
POL62298920,P99990476,PH20112505,AST12100745,Home,107358.62,6341.41,7768.45,2023-10-30,2023-10-15,Cancelled,UW-Team
POL79849844,P17899096,PH15590068,AST83970852,Life,801404.23,9369.14,6480.19,2025-06-05,2018-10-04,Closed,UW-Team
POL35167877,P97092090,PH53212136,AST51333655,Commercial,830058.02,4185.4,1451.36,2021-04-20,2022-02-09,Cancelled,UW-Team
POL89344084,P59975442,PH65226925,AST91123756,Auto,955057.33,4879.7,5369.83,2024-07-27,2018-09-27,Cancelled,UW-Team
POL85350947,P85023667,PH66341788,AST91051639,Home,730528.34,9892.25,10475.76,2022-01-28,2018-07-17,Cancelled,UW-Team
POL61367921,P45415454,PH59012891,AST61714016,Home,871004.72,6101.88,12453.49,2025-06-14,2023-07-22,Closed,UW-Team
POL96116656,P23586181,PH19949572,AST05150064,Life,452509.8,2977.95,10020.15,2025-10-14,2022-01-02,Cancelled,UW-Team
POL54275223,P88909477,PH89181387,AST05397300,Home,921401.7,7609.4,13001.76,2021-10-08,2022-10-17,Active,UW-Team
POL76414008,P03966779,PH64776925,AST96246573,Auto,864539.06,3355.24,13881.42,2024-09-07,2025-08-26,Active,UW-Team
POL15064664,P90646197,PH41731926,AST56369998,Life,847457.0,7883.99,2032.43,2021-07-13,2024-11-16,Pending,UW-Team
POL04993807,P75440712,PH27287788,AST51167413,Auto,752085.78,7504.92,13992.53,2023-03-20,2023-03-01,Closed,UW-Team
POL12146409,P83607102,PH33259443,AST79401834,Auto,526206.72,9475.96,2537.71,2020-07-13,2019-10-07,Pending,UW-Team
POL56140281,P72362797,PH57064430,AST75280735,Home,404489.74,1935.64,11952.89,2025-07-15,2019-05-26,Active,UW-Team
POL18694629,P08480711,PH30577692,AST96891017,Commercial,344696.94,6101.4,1153.51,2024-06-10,2018-03-14,Active,UW-Team
