claim_id,claim_number,policy_id,policyholder_id,asset_id,adjuster_id,office_id,claim_type,description,incident_date,filed_date,status,estimated_loss,approved_amount,priority,incident_latitude,incident_longitude
CLM11218595,C67210846,POL08385317,PH45775164,AST29752533,ADJ86489882,OFF23187146,Theft,Claim event,2020-03-17,2024-12-04,Cancelled,159349.76,20108.67,Low,28.761654,-78.614597
CLM95097184,C15786915,POL56601190,PH02617989,AST69929434,ADJ20059878,OFF64885051,Liability,Claim event,2020-06-10,2023-11-03,Pending,149219.53,110248.52,Medium,42.562895,-67.508656
CLM17800996,C85956656,POL91578506,PH18886821,AST21442741,ADJ77225033,OFF16156923,Fire,Claim event,2025-04-22,2025-01-15,Active,41236.84,147264.94,Low,37.385313,-98.399013
CLM08979898,C27505442,POL60556059,PH10449161,AST38815225,ADJ20248348,OFF32753203,Collision,Claim event,2020-08-30,2024-08-07,Pending,114395.5,116460.9,Low,43.687824,-119.859902
CLM66754067,C91193912,POL90288863,PH09817063,AST10722650,ADJ52100433,OFF88407411,Fire,Claim event,2018-01-28,2022-02-18,Closed,173501.45,72120.28,Medium,26.834967,-88.073393
CLM21948932,C93234671,POL05321774,PH76121195,AST46756447,ADJ42417540,OFF54386551,Flood,Claim event,2022-03-05,2021-07-21,Closed,157216.18,80623.25,Medium,37.898047,-67.097511
CLM85759601,C59759136,POL21874677,PH60050631,AST45313692,ADJ14359118,OFF11023160,Liability,Claim event,2025-12-14,2024-05-16,Closed,121837.47,108903.97,Medium,25.016222,-97.826955
CLM44628420,C05864153,POL23609248,PH35117589,AST12149570,ADJ78694798,OFF96450279,Collision,Claim event,2024-02-10,2023-09-26,Pending,114299.19,72564.95,Low,40.084719,-106.978473
CLM15771687,C72366908,POL67520212,PH80879292,AST92656323,ADJ80236065,OFF24050417,Fire,Claim event,2023-01-26,2019-10-13,Cancelled,41674.99,108165.74,Medium,28.532761,-90.607704
CLM86978376,C39928033,POL34304712,PH34440877,AST68860960,ADJ96592747,OFF81911862,Theft,Claim event,2023-04-12,2024-07-11,Closed,189675.28,110963.18,Low,43.248236,-116.910523
CLM94298770,C32556982,POL49924881,PH24957526,AST79729836,ADJ90539019,OFF19458662,Theft,Claim event,2023-05-11,2022-12-31,Cancelled,38299.2,38347.01,High,39.703704,-78.921554
CLM03453748,C25261585,POL30274567,PH98270477,AST70367082,ADJ51724914,OFF75650031,Fire,Claim event,2024-03-17,2021-04-15,Pending,121933.48,106941.29,Medium,38.775615,-119.265812
CLM32799808,C89649590,POL00584011,PH81158632,AST12886791,ADJ28815985,OFF51408573,Flood,Claim event,2018-01-25,2019-05-18,Pending,1488.81,99840.9,High,28.477754,-92.08581
CLM16292056,C18313081,POL48985295,PH26561627,AST65840022,ADJ32262260,OFF73899314,Theft,Claim event,2022-08-25,2023-05-24,Closed,118265.79,128055.74,Medium,29.355054,-113.891354
CLM81874930,C54225659,POL93773911,PH41694411,AST72240459,ADJ83529691,OFF27383214,Flood,Claim event,2024-05-06,2020-05-19,Pending,86586.19,27555.43,Medium,46.430125,-88.43894
CLM59867481,C78414680,POL06905158,PH69982004,AST10501394,ADJ82806359,OFF59838891,Liability,Claim event,2021-03-06,2022-08-12,Active,17094.14,129063.11,Low,45.113278,-69.306553
CLM67107809,C66120032,POL03478188,PH28025077,AST67872522,ADJ85872827,OFF60543512,Liability,Claim event,2022-05-28,2020-02-13,Closed,115465.04,139620.09,Medium,47.585879,-78.642025
CLM34173575,C42547426,POL52227410,PH38252636,AST85990149,ADJ80374166,OFF76100090,Collision,Claim event,2022-03-08,2024-07-24,Closed,17646.09,12518.73,Medium,28.438758,-104.010331
CLM90632944,C55159316,POL40461003,PH89350789,AST64253756,ADJ45809670,OFF58310047,Flood,Claim event,2025-04-18,2019-11-24,Cancelled,80732.58,87622.95,Low,31.330676,-89.825847
CLM39469896,C68242646,POL65591577,PH53186837,AST67316137,ADJ18353846,OFF52728665,Theft,Claim event,2021-02-25,2019-05-01,Pending,92025.49,4099.2,Medium,30.922326,-69.844542
CLM85620931,C59557972,POL33553830,PH53283348,AST45853339,ADJ31787968,OFF38060715,Collision,Claim event,2022-12-21,2019-02-15,Cancelled,170335.3,39772.14,Low,40.126728,-74.789476
CLM27223666,C74039503,POL52248223,PH63545757,AST08791774,ADJ76374558,OFF43701378,Theft,Claim event,2020-02-23,2018-05-26,Pending,116019.44,29036.39,High,40.286718,-67.840961
CLM48442991,C74622456,POL69059764,PH46404925,AST06943966,ADJ69101943,OFF49228662,Fire,Claim event,2025-02-14,2021-02-09,Active,37993.23,70969.91,Medium,34.744908,-70.228953
CLM88357125,C36528285,POL37903949,PH56555894,AST81069972,ADJ30464916,OFF72446511,Liability,Claim event,2022-01-21,2018-03-14,Active,38623.19,32345.4,High,37.013078,-95.209789
CLM53117350,C11431925,POL43412520,PH61255346,AST08556355,ADJ56232483,OFF47608478,Liability,Claim event,2023-09-05,2018-07-01,Pending,39311.69,77135.6,High,34.818679,-75.553665
CLM54899042,C67841678,POL84345892,PH86143189,AST09988991,ADJ15592097,OFF39779139,Fire,Claim event,2023-12-13,2021-12-05,Active,80823.52,46214.6,High,42.0913,-115.317943
CLM65723864,C58643420,POL81795853,PH56282197,AST21080420,ADJ28101762,OFF76896736,Theft,Claim event,2019-01-24,2018-04-24,Cancelled,148713.49,107197.78,Medium,38.617512,-67.016455
CLM52072088,C72254049,POL45376438,PH31640296,AST78060608,ADJ41160441,OFF52615731,Fire,Claim event,2021-09-01,2021-07-29,Active,11753.84,76035.28,Low,37.538286,-79.107919
CLM14510674,C98646329,POL10411808,PH99726694,AST88427467,ADJ04832480,OFF89824446,Liability,Claim event,2020-01-30,2023-10-02,Pending,119982.7,70881.76,Medium,39.742596,-112.125981
CLM93756314,C33710641,POL07339733,PH09887153,AST20139419,ADJ65070692,OFF58257837,Liability,Claim event,2023-05-07,2020-09-02,Cancelled,182753.58,118119.8,Low,35.022465,-104.618437
CLM95731955,C87402129,POL41326132,PH76387811,AST28482752,ADJ35319203,OFF27619416,Theft,Claim event,2020-04-13,2024-11-22,Active,176292.77,14094.75,High,37.662683,-95.096314
CLM48729696,C19439035,POL97016935,PH60625682,AST40159025,ADJ58017725,OFF90479946,Fire,Claim event,2021-10-25,2023-07-11,Closed,168322.13,13087.52,Medium,34.118418,-87.358797
CLM66921356,C18507079,POL50336165,PH66946214,AST02295125,ADJ56640610,OFF34084304,Theft,Claim event,2018-10-04,2023-07-30,Active,155643.87,6539.3,Low,38.934121,-85.853124
CLM09538891,C30698300,POL26055129,PH47083343,AST59203572,ADJ98080574,OFF19580360,Liability,Claim event,2025-10-10,2019-10-14,Pending,175225.53,68572.87,High,40.988046,-85.015107
CLM72533673,C77058301,POL66889136,PH58628120,AST81118656,ADJ18219132,OFF49781831,Liability,Claim event,2021-01-31,2022-07-23,Active,97138.67,49631.88,Low,38.94447,-81.70854
CLM11967170,C28001348,POL24832909,PH09879248,AST59604696,ADJ07193709,OFF29902075,Collision,Claim event,2018-12-29,2023-06-18,Pending,90828.84,50259.29,High,28.35678,-91.802688
CLM09534360,C91537963,POL24273159,PH46609831,AST31269024,ADJ85635909,OFF48604672,Fire,Claim event,2023-09-08,2025-04-11,Pending,78512.91,145759.91,Low,41.675226,-78.679925
CLM48374394,C89916700,POL54734769,PH56631187,AST00324008,ADJ45457165,OFF12833023,Collision,Claim event,2021-03-12,2021-03-29,Closed,8092.63,55256.83,High,36.245419,-75.362002
CLM33639070,C68052584,POL89297871,PH25152717,AST10797183,ADJ83222632,OFF67964127,Collision,Claim event,2019-03-17,2020-04-25,Pending,78770.72,129328.26,High,28.583646,-78.711652
CLM06189388,C06523080,POL57483149,PH85727570,AST18444763,ADJ07160370,OFF64731255,Theft,Claim event,2024-08-09,2025-11-10,Closed,49792.58,2182.43,Low,44.457542,-68.892578
CLM55038562,C45118265,POL72570119,PH14877518,AST31204711,ADJ25877176,OFF08038109,Theft,Claim event,2018-05-31,2023-02-14,Pending,45589.7,67820.49,Medium,31.595363,-117.798113
CLM88548838,C82152246,POL27657757,PH55338302,AST60681732,ADJ92846266,OFF83395009,Flood,Claim event,2024-09-26,2023-04-04,Closed,93997.07,73140.97,Medium,47.770248,-72.000169
CLM47536634,C65637519,POL25204693,PH93831060,AST76775081,ADJ56339945,OFF79031266,Flood,Claim event,2025-02-23,2024-12-12,Pending,189576.3,46076.19,Medium,35.778995,-73.600443
CLM30324039,C90713609,POL90001565,PH51409658,AST63863028,ADJ51104812,OFF12229856,Flood,Claim event,2020-04-11,2025-05-06,Active,146236.8,102573.27,High,34.259953,-80.085992
CLM26499323,C41064433,POL59167891,PH44232235,AST15236155,ADJ69073681,OFF91464255,Liability,Claim event,2020-08-27,2025-08-03,Closed,134598.28,121584.89,High,25.579037,-114.703863
CLM50068967,C19845677,POL37249645,PH19659221,AST69307925,ADJ25546173,OFF72719055,Flood,Claim event,2021-10-06,2024-11-10,Closed,33911.61,32638.28,Low,33.079253,-73.682974
CLM85242846,C32050279,POL47066825,PH40064823,AST13037254,ADJ09481860,OFF64559364,Fire,Claim event,2020-11-12,2024-04-01,Active,155912.41,26335.52,Medium,41.743193,-77.982805
CLM10767331,C32094067,POL90318322,PH91361907,AST87240065,ADJ94761593,OFF12568471,Flood,Claim event,2022-10-17,2024-10-21,Cancelled,145543.22,83083.75,Medium,25.357321,-116.028246
CLM07856447,C88841403,POL86514521,PH62576369,AST29930258,ADJ39376176,OFF34005683,Theft,Claim event,2019-07-14,2023-02-18,Cancelled,125667.15,38124.52,High,39.600852,-75.601661
CLM79898309,C48658849,POL96073641,PH85760607,AST84601263,ADJ30056123,OFF16616988,Collision,Claim event,2021-02-03,2018-11-27,Active,193832.79,76515.78,Medium,33.159901,-115.024243
CLM42066198,C08296403,POL16023005,PH82668431,AST00506875,ADJ23910192,OFF50229523,Theft,Claim event,2022-03-15,2023-06-29,Cancelled,103121.22,76442.01,Low,41.881617,-79.475368
CLM67534189,C62051287,POL16221018,PH30514149,AST83593163,ADJ54485905,OFF08065908,Collision,Claim event,2025-09-09,2021-03-23,Cancelled,122683.1,109926.7,Low,44.837302,-81.895346
CLM70776172,C79874536,POL29765960,PH79530922,AST78015366,ADJ16734179,OFF92697770,Fire,Claim event,2024-10-29,2020-10-12,Active,159270.64,132469.56,Low,38.20228,-91.558186
CLM69930922,C89223452,POL41784865,PH09903752,AST21522295,ADJ20139198,OFF42468284,Theft,Claim event,2024-09-21,2025-04-04,Pending,42390.6,147168.35,High,28.65531,-110.461031
CLM15629295,C06238417,POL44895740,PH27213453,AST99013704,ADJ17603941,OFF19197808,Fire,Claim event,2019-07-25,2025-08-24,Cancelled,166704.47,122563.8,Low,25.592043,-97.613474
CLM36761050,C89582650,POL83927521,PH18712718,AST94057325,ADJ30678401,OFF61626144,Fire,Claim event,2024-06-27,2024-02-07,Pending,123657.67,105584.43,High,46.152022,-72.354317
CLM88244584,C54966292,POL27446230,PH16229376,AST22452908,ADJ48869933,OFF82205646,Fire,Claim event,2021-09-23,2019-05-15,Pending,9116.06,98312.52,Medium,30.819904,-114.63742
CLM64680079,C64043881,POL49902483,PH18883548,AST29632659,ADJ79051195,OFF28660214,Flood,Claim event,2025-02-04,2023-02-13,Active,152234.91,136847.94,Medium,41.288682,-92.228438
CLM53890005,C36601688,POL78881167,PH68481797,AST39522039,ADJ21642637,OFF67447903,Fire,Claim event,2020-06-12,2018-08-31,Closed,17412.55,28009.55,High,25.300163,-75.68878
CLM16582587,C83878292,POL35073067,PH81123129,AST69211493,ADJ04452724,OFF04952246,Collision,Claim event,2022-12-14,2021-02-15,Closed,76678.12,123691.33,Low,28.198139,-114.226553
CLM11235029,C55407171,POL26249863,PH53041304,AST99405607,ADJ97958999,OFF05701650,Theft,Claim event,2023-04-18,2024-08-14,Closed,42880.53,115370.01,Low,40.736583,-109.837071
CLM09129663,C90256186,POL48782067,PH83396422,AST07784050,ADJ59051027,OFF89044755,Fire,Claim event,2021-03-12,2021-09-20,Closed,15642.61,110242.87,Low,40.794325,-106.051612
CLM70551518,C86244471,POL86039200,PH18172102,AST76191761,ADJ12892712,OFF58460494,Theft,Claim event,2021-01-07,2025-08-05,Cancelled,101173.29,131453.25,High,47.166341,-97.942706
CLM13577427,C00675715,POL44083637,PH57279742,AST24011973,ADJ11446026,OFF84879149,Theft,Claim event,2021-09-27,2022-11-06,Closed,44983.29,124357.8,High,34.971825,-67.736243
CLM38358444,C46934933,POL11278123,PH12786951,AST49180368,ADJ15824319,OFF62551666,Flood,Claim event,2021-08-08,2025-01-06,Pending,176722.75,72754.27,Low,38.3469,-82.646287
CLM16786902,C83603506,POL99000804,PH90868638,AST65900604,ADJ03583791,OFF83575345,Fire,Claim event,2025-10-26,2021-08-03,Active,16287.25,27745.88,Medium,39.323657,-82.755903
CLM62966666,C54960953,POL27347205,PH21506780,AST97297430,ADJ12373665,OFF74383924,Flood,Claim event,2022-02-12,2020-02-12,Active,46717.15,1047.76,Medium,43.232465,-69.315661
CLM37163199,C61435883,POL38785986,PH34745020,AST12355190,ADJ56538103,OFF32556749,Collision,Claim event,2022-08-21,2022-02-27,Active,143314.06,93220.52,Low,35.574958,-122.797585
CLM11743507,C99369224,POL07862135,PH04007551,AST28141613,ADJ41991706,OFF48440611,Fire,Claim event,2025-11-24,2024-05-18,Cancelled,122810.92,105567.73,Low,41.696006,-82.957984
CLM22765696,C97924842,POL51871961,PH55302660,AST05851390,ADJ31402590,OFF01897272,Flood,Claim event,2018-07-03,2020-12-05,Closed,180464.18,41824.22,High,40.341455,-115.820989
CLM18655487,C99646939,POL88073341,PH17662387,AST28819814,ADJ69720054,OFF59981131,Collision,Claim event,2020-12-16,2018-12-23,Closed,191335.23,135482.45,Medium,44.158712,-123.603363
CLM72259488,C20981211,POL74162080,PH21756431,AST36934829,ADJ93888054,OFF25211993,Collision,Claim event,2021-12-29,2023-08-19,Pending,79268.87,124914.3,Medium,40.295476,-100.891367
CLM11431097,C07076622,POL31283832,PH34440877,AST40335421,ADJ07419393,OFF72419608,Liability,Claim event,2020-01-04,2019-05-27,Active,77773.27,39916.99,Low,25.429069,-117.516253
CLM94840423,C26202897,POL25537248,PH86681578,AST02425635,ADJ18910603,OFF21728020,Liability,Claim event,2023-01-23,2021-07-05,Pending,16339.78,6659.54,Low,25.857348,-96.775787
CLM96701064,C41908592,POL01782093,PH41281812,AST39804784,ADJ65850806,OFF23579001,Flood,Claim event,2020-02-18,2024-12-09,Pending,163826.12,94687.88,High,38.057047,-70.294144
CLM51962545,C63406034,POL70975693,PH94492449,AST49512460,ADJ86420347,OFF20370410,Theft,Claim event,2019-02-14,2024-07-19,Active,147271.54,115340.61,High,34.784057,-117.265622
CLM00656810,C07848231,POL98410031,PH53405949,AST32268627,ADJ27891690,OFF97246419,Flood,Claim event,2021-02-05,2020-08-31,Pending,104920.95,44034.89,Medium,46.302752,-80.442958
CLM67662561,C86941896,POL93374125,PH66779781,AST63022367,ADJ48794235,OFF55997393,Theft,Claim event,2021-07-04,2025-01-14,Active,140206.77,69685.97,Low,33.514714,-101.400349
CLM21813302,C57418727,POL49764786,PH15517564,AST32795193,ADJ46844861,OFF91302958,Collision,Claim event,2019-08-25,2018-10-25,Cancelled,146673.25,74179.47,Medium,27.500407,-72.566543
CLM31459336,C82552022,POL22444757,PH70560356,AST73970688,ADJ45859383,OFF49210688,Theft,Claim event,2024-03-10,2022-05-31,Closed,87570.74,48472.91,High,35.18427,-99.643054
CLM29347221,C98973275,POL02500253,PH44434920,AST20820887,ADJ16277842,OFF63321580,Liability,Claim event,2025-02-06,2025-02-10,Closed,21237.78,42056.32,High,44.989604,-90.611407
CLM67572687,C38435227,POL26000263,PH00210964,AST11944360,ADJ01692561,OFF90408377,Flood,Claim event,2020-08-25,2021-12-15,Active,160623.3,112095.53,Low,25.78859,-74.937637
CLM36618636,C16904874,POL39303540,PH50283149,AST96854168,ADJ89060934,OFF62788966,Liability,Claim event,2021-02-01,2023-05-09,Closed,20862.79,146031.14,Medium,41.375385,-105.504462
CLM15775272,C58309834,POL66979954,PH65748928,AST29073504,ADJ64654978,OFF24084023,Flood,Claim event,2020-07-11,2020-08-07,Cancelled,81594.81,47670.12,Medium,40.966821,-79.816628
CLM82833067,C71458358,POL03074121,PH82144686,AST89813212,ADJ35554077,OFF17903541,Fire,Claim event,2025-09-08,2023-11-10,Closed,85856.63,73087.13,Medium,29.378164,-100.960854
CLM44770080,C28602645,POL71618380,PH77892156,AST77762157,ADJ37024739,OFF15090639,Theft,Claim event,2021-10-16,2020-11-02,Pending,47201.1,119171.64,Medium,25.476352,-113.801368
CLM71109306,C00840481,POL33489188,PH68049140,AST33360536,ADJ40059516,OFF65279475,Liability,Claim event,2022-02-08,2018-08-01,Closed,93517.81,138270.7,High,45.125341,-114.67839
CLM44400618,C36511160,POL02192084,PH44262320,AST31891962,ADJ36470888,OFF54621545,Collision,Claim event,2018-03-07,2024-10-11,Cancelled,69477.95,27892.48,Medium,43.152006,-117.146687
CLM54292871,C79921243,POL11590925,PH22235691,AST47865736,ADJ25359542,OFF40529937,Collision,Claim event,2018-03-19,2018-02-12,Closed,52675.45,79830.11,High,39.35578,-91.641132
CLM60852591,C71530134,POL74343091,PH72899830,AST39082289,ADJ68818409,OFF72514506,Collision,Claim event,2018-12-20,2025-01-26,Cancelled,190942.41,32903.46,Low,38.642019,-77.963535
CLM42060002,C11543749,POL88354582,PH32892554,AST26457476,ADJ50646745,OFF95598453,Flood,Claim event,2021-04-22,2021-09-23,Active,109484.08,6727.31,Medium,42.603353,-90.538798
CLM88378416,C58777265,POL36288492,PH44299597,AST17930358,ADJ78182497,OFF79908084,Fire,Claim event,2021-07-25,2021-09-20,Closed,87242.37,8541.51,Low,33.496791,-88.490604
CLM25549059,C18557520,POL84048425,PH58230955,AST86536200,ADJ97581794,OFF86594958,Collision,Claim event,2018-01-21,2020-08-18,Pending,104948.16,4910.39,Low,33.378209,-105.587205
CLM31075987,C07803416,POL69822123,PH40350212,AST25356506,ADJ66006678,OFF57235695,Collision,Claim event,2021-11-16,2019-08-26,Closed,37876.75,124822.71,Low,40.023306,-104.285811
CLM08368018,C26952880,POL66086109,PH19350390,AST10307344,ADJ78572810,OFF38518960,Collision,Claim event,2021-12-08,2019-11-22,Active,29117.67,51287.52,Low,41.977995,-74.761273
CLM40760314,C60184351,POL72043961,PH01648943,AST26639864,ADJ57111437,OFF54834313,Flood,Claim event,2022-10-25,2023-04-24,Active,39630.5,86986.58,Low,31.828691,-100.496591
CLM44248640,C76031554,POL84692256,PH41183887,AST74575861,ADJ93894764,OFF46134009,Collision,Claim event,2022-06-05,2019-08-08,Active,21110.46,2733.83,Low,42.247023,-99.014388
CLM63900103,C88838416,POL39403621,PH56042054,AST29624186,ADJ08288101,OFF74347696,Fire,Claim event,2024-11-10,2022-09-07,Pending,45697.17,142038.49,High,25.691223,-70.187058
CLM26403027,C72020992,POL29410067,PH63744977,AST12226394,ADJ85926547,OFF08657225,Theft,Claim event,2023-01-12,2019-10-07,Cancelled,146630.74,93970.56,High,37.353846,-81.069324
CLM40598898,C60593702,POL57144668,PH06935619,AST66790264,ADJ94177413,OFF34542692,Liability,Claim event,2021-05-26,2023-07-04,Closed,173902.0,15620.65,Low,42.958896,-118.639014
CLM70535666,C39927603,POL72774571,PH51099255,AST72193080,ADJ54318521,OFF17126124,Fire,Claim event,2018-06-27,2024-04-30,Pending,30010.82,84371.47,Medium,27.582609,-114.318602
CLM99690909,C03020768,POL40074763,PH30970317,AST26433624,ADJ49694967,OFF69666504,Fire,Claim event,2021-09-23,2020-08-27,Cancelled,23201.32,78103.84,Medium,43.637776,-82.748118
CLM01821799,C60825880,POL12714839,PH11205254,AST75747578,ADJ09471101,OFF36058163,Flood,Claim event,2022-03-29,2020-12-09,Pending,111680.01,59631.38,High,31.101108,-123.622717
CLM99980262,C20340034,POL53247057,PH06713246,AST47223930,ADJ19563299,OFF59886349,Liability,Claim event,2020-06-04,2021-04-02,Closed,103495.02,111998.14,High,27.074014,-79.821064
CLM37233063,C52416818,POL55708144,PH87590036,AST06457791,ADJ68101478,OFF43454593,Collision,Claim event,2025-05-24,2021-10-06,Closed,57059.26,33763.04,Low,46.801096,-113.809556
CLM36398199,C86149454,POL67819314,PH69800172,AST63041030,ADJ85753685,OFF85631421,Collision,Claim event,2023-03-27,2025-06-25,Cancelled,112420.13,2201.56,Low,46.829202,-67.098368
CLM20912163,C93711590,POL21651641,PH58141371,AST50302044,ADJ35967801,OFF28073876,Collision,Claim event,2022-12-07,2022-11-16,Closed,96128.25,9372.31,Low,40.738598,-76.411667
CLM02586551,C36853610,POL25441497,PH67091511,AST21339000,ADJ92654865,OFF10802885,Flood,Claim event,2018-12-28,2018-10-09,Closed,94309.53,102659.88,Medium,41.01967,-123.313519
CLM49330559,C54879809,POL95995198,PH16486778,AST03618012,ADJ73591781,OFF24915178,Fire,Claim event,2024-11-27,2022-05-21,Active,179607.05,62084.65,Medium,27.608285,-83.481204
CLM44962817,C86291624,POL75748531,PH78055995,AST32884893,ADJ16424837,OFF30631993,Collision,Claim event,2021-06-26,2021-10-05,Active,27102.41,105080.35,Low,34.196906,-123.183329
CLM68327834,C80204102,POL27572390,PH26209750,AST36194661,ADJ46228326,OFF14366441,Collision,Claim event,2020-12-22,2018-11-20,Cancelled,114995.24,43836.32,Medium,40.451348,-123.691158
CLM25742038,C57500232,POL38058821,PH02025454,AST04007432,ADJ52560882,OFF69069419,Fire,Claim event,2024-07-09,2023-02-19,Cancelled,6455.22,139802.45,High,44.240978,-80.072657
CLM54273638,C29020578,POL86637420,PH24890505,AST22239479,ADJ07705204,OFF66061562,Flood,Claim event,2025-04-23,2020-03-24,Cancelled,94234.99,44632.26,Medium,25.735479,-92.600458
CLM64877259,C70755131,POL27339430,PH69458593,AST73377165,ADJ29847693,OFF77309356,Liability,Claim event,2021-02-02,2018-01-11,Active,162281.06,34465.29,Low,31.354293,-91.33521
CLM59165911,C58835443,POL93350875,PH77680986,AST55012679,ADJ85350377,OFF54525881,Collision,Claim event,2023-05-15,2022-05-07,Closed,46659.73,57542.05,Low,32.740356,-122.710814
CLM64251003,C19495349,POL32144872,PH20229753,AST62221964,ADJ26978663,OFF36839477,Liability,Claim event,2019-01-05,2025-10-05,Active,44147.04,87023.76,Low,38.056948,-68.648601
CLM49471697,C24046046,POL91919482,PH57064430,AST55933315,ADJ56547489,OFF55923753,Liability,Claim event,2024-01-25,2020-09-29,Pending,128462.46,129920.22,Low,37.558699,-82.650829
CLM43841229,C04402796,POL37924093,PH77087472,AST22649326,ADJ25680497,OFF93234587,Flood,Claim event,2023-06-12,2024-12-07,Cancelled,124408.42,72445.06,High,35.278998,-118.826594
CLM22725165,C49185635,POL61893103,PH57986354,AST39268076,ADJ92703876,OFF04094031,Fire,Claim event,2018-02-01,2020-10-21,Pending,100438.83,41415.83,High,38.740037,-105.455827
CLM83945565,C11443151,POL17282098,PH19607110,AST34000852,ADJ49178385,OFF56054607,Collision,Claim event,2023-03-19,2019-05-20,Cancelled,60827.52,61387.61,High,35.147855,-101.999107
CLM30010154,C67304591,POL86878953,PH07571776,AST35576656,ADJ05198738,OFF35144880,Flood,Claim event,2025-09-12,2020-01-17,Cancelled,80659.61,6914.69,Low,26.772363,-109.804586
CLM07149465,C80859045,POL46731714,PH73045883,AST83273491,ADJ32720438,OFF76717543,Collision,Claim event,2024-05-23,2018-11-25,Closed,35639.79,114266.24,Medium,30.378871,-81.773561
CLM50852121,C37404612,POL93890126,PH43070467,AST74737832,ADJ26223542,OFF04737323,Fire,Claim event,2018-08-20,2019-09-10,Closed,13452.34,29086.21,High,42.279495,-112.66287
CLM11092183,C56924988,POL16545246,PH16721518,AST14280851,ADJ91718711,OFF92223746,Liability,Claim event,2020-07-08,2025-07-23,Cancelled,26109.76,916.76,Low,41.320097,-110.176204
CLM15088534,C91113674,POL68221641,PH10033035,AST93903234,ADJ22297580,OFF95413054,Collision,Claim event,2020-09-08,2022-08-17,Closed,4877.78,36438.55,High,37.631021,-101.981638
CLM23239238,C85675260,POL31459685,PH82880679,AST27449121,ADJ57692621,OFF67936883,Fire,Claim event,2025-05-27,2021-05-19,Pending,18164.18,24041.85,Medium,39.884268,-78.229907
CLM07367041,C01721801,POL28431160,PH97534989,AST69484491,ADJ32881467,OFF48502334,Liability,Claim event,2019-10-12,2023-07-19,Cancelled,24399.73,116278.82,Medium,38.31491,-105.786501
CLM99997600,C99451263,POL18149292,PH89205648,AST29381644,ADJ04984244,OFF29020118,Theft,Claim event,2020-12-25,2020-01-27,Pending,7971.51,20594.44,Medium,35.068595,-103.059289
CLM76103262,C02528378,POL89059207,PH55264079,AST27989385,ADJ85350377,OFF53146348,Collision,Claim event,2023-04-10,2020-07-08,Cancelled,80425.46,118737.73,Low,29.111576,-84.989395
CLM89746046,C01681962,POL90525041,PH53535341,AST86487566,ADJ46067883,OFF67999497,Collision,Claim event,2022-08-08,2020-10-30,Active,142915.77,34649.69,Medium,30.861608,-101.835045
CLM56725413,C31353073,POL13435619,PH75135011,AST32071260,ADJ18763221,OFF53749201,Collision,Claim event,2022-08-16,2019-05-24,Pending,120966.52,33366.85,Low,33.994368,-77.006578
CLM10050884,C70871266,POL91024215,PH66800549,AST19238866,ADJ81226317,OFF64987183,Liability,Claim event,2025-08-31,2023-10-01,Closed,102956.96,37229.5,High,46.26974,-122.473516
CLM88268065,C55423094,POL57627280,PH03533214,AST42904448,ADJ58170291,OFF87661861,Fire,Claim event,2023-06-23,2025-07-20,Closed,168409.52,27056.19,Medium,28.691873,-120.899653
CLM04906440,C77464218,POL79150316,PH75950197,AST65340497,ADJ10876783,OFF56920493,Theft,Claim event,2021-08-12,2021-04-30,Active,198389.63,44548.67,High,26.920805,-75.709566
CLM50468333,C70185640,POL24424974,PH34502742,AST56787568,ADJ48169142,OFF17048178,Theft,Claim event,2022-01-06,2022-08-08,Cancelled,169848.11,84630.22,Low,39.6659,-103.304142
CLM28606491,C16044951,POL39619498,PH70139716,AST37866231,ADJ76616329,OFF74590812,Flood,Claim event,2020-01-09,2019-09-06,Pending,1253.68,103157.83,High,40.526363,-115.594759
CLM64289980,C34311462,POL65238827,PH65318799,AST52927711,ADJ79083837,OFF32320002,Fire,Claim event,2018-01-31,2024-11-02,Pending,121134.85,120684.6,Medium,46.479011,-117.619697
CLM06669537,C83067042,POL89004718,PH62512259,AST99762633,ADJ14176355,OFF59987965,Flood,Claim event,2024-10-23,2019-10-30,Closed,120467.89,15847.65,Low,32.478549,-116.827207
CLM97238929,C79506744,POL70432085,PH33213419,AST19197580,ADJ02186781,OFF48316888,Liability,Claim event,2025-04-18,2022-07-30,Pending,109016.43,109100.52,High,30.415509,-99.04496
CLM80333344,C97210734,POL61044344,PH13333718,AST83040783,ADJ95183443,OFF62526822,Flood,Claim event,2020-04-10,2024-05-10,Active,105202.81,117415.01,Medium,32.202304,-97.032949
CLM76716445,C43796789,POL79368094,PH38632389,AST03032199,ADJ74634446,OFF23331184,Theft,Claim event,2024-06-25,2025-04-04,Closed,141527.52,115745.08,Low,33.544524,-112.11855
CLM33832548,C43943500,POL31854576,PH09050208,AST31028187,ADJ24301419,OFF78866267,Flood,Claim event,2018-12-24,2021-12-13,Pending,125135.6,9849.95,Medium,40.518418,-102.960023
CLM11891393,C27931774,POL26741933,PH47644117,AST92543225,ADJ62075567,OFF46576510,Theft,Claim event,2018-06-19,2025-06-10,Cancelled,85982.36,51577.35,Medium,34.436627,-115.578035
CLM96695997,C69719035,POL07879159,PH58782851,AST64252759,ADJ76326111,OFF43142371,Liability,Claim event,2020-07-21,2025-07-24,Active,190675.84,105387.19,Medium,25.409915,-94.579627
