inspection_id,asset_id,office_id,inspection_type,status,scheduled_date,completed_date,appraised_value,inspector_notes,condition_rating
INSP79579993,AST26966759,OFF30004655,Follow-up,Cancelled,2022-12-23,2023-03-10,220964.3,OK,Fair
INSP45296582,AST99769175,OFF55410022,Initial,Pending,2018-01-23,2021-08-08,176647.04,OK,Poor
INSP89117879,AST86047161,OFF77338495,Annual,Cancelled,2024-10-02,2024-10-30,112963.05,OK,Fair
INSP11948141,AST83421266,OFF92661824,Follow-up,Closed,2020-10-07,2025-03-02,161366.23,OK,Fair
INSP17742154,AST57850476,OFF83457855,Annual,Active,2025-03-29,2019-06-28,57645.71,OK,Fair
INSP66572382,AST40613953,OFF17809464,Annual,Pending,2024-02-05,2023-09-25,177142.05,OK,Poor
INSP55920543,AST12162710,OFF92274332,Annual,Cancelled,2024-02-11,2018-10-07,160234.28,OK,Fair
INSP07414663,AST04373309,OFF48391855,Annual,Closed,2022-03-30,2018-03-02,184335.41,OK,Good
INSP71637158,AST89353734,OFF42795757,Annual,Closed,2024-05-21,2025-08-31,130987.5,OK,Fair
INSP00644700,AST17021038,OFF65880559,Follow-up,Closed,2024-01-21,2019-11-28,71800.93,OK,Good
INSP89334113,AST45136607,OFF82935328,Follow-up,Closed,2021-04-29,2023-03-18,129347.23,OK,Poor
INSP83411956,AST81144349,OFF14247286,Annual,Closed,2022-11-06,2023-09-16,147611.95,OK,Fair
INSP30725474,AST88538121,OFF27037601,Annual,Active,2024-08-21,2020-06-08,227136.7,OK,Excellent
INSP69620234,AST07650403,OFF19780368,Initial,Active,2019-10-11,2020-05-23,200337.17,OK,Fair
INSP82590748,AST44808107,OFF65319083,Follow-up,Active,2022-12-26,2024-11-18,50398.25,OK,Good
INSP82834414,AST61364799,OFF38889236,Follow-up,Pending,2020-09-30,2018-07-15,195604.12,OK,Excellent
INSP30687040,AST15236155,OFF68958877,Annual,Cancelled,2020-05-23,2024-11-28,44602.77,OK,Fair
INSP52950023,AST24552426,OFF40126303,Initial,Cancelled,2019-06-14,2022-06-19,191644.76,OK,Fair
INSP17688805,AST40781541,OFF24326389,Annual,Active,2023-07-15,2025-09-21,97918.3,OK,Fair
INSP63190856,AST27161736,OFF57816404,Initial,Pending,2021-06-04,2022-10-18,245620.52,OK,Fair
INSP95060739,AST76313962,OFF91013571,Follow-up,Cancelled,2020-08-03,2021-01-28,183597.94,OK,Excellent
INSP70916791,AST49208652,OFF81230356,Annual,Cancelled,2020-09-23,2022-12-30,196891.04,OK,Poor
INSP22438320,AST93216542,OFF73687212,Annual,Cancelled,2018-02-02,2019-01-21,191746.92,OK,Excellent
INSP98635548,AST19989056,OFF24465715,Follow-up,Closed,2018-11-07,2022-05-30,247634.45,OK,Good
INSP09867550,AST66573205,OFF84413211,Initial,Pending,2022-03-11,2023-07-06,131935.46,OK,Poor
INSP36625996,AST08438088,OFF97112876,Annual,Active,2022-09-02,2023-10-22,99888.37,OK,Good
INSP20600196,AST72806164,OFF72387508,Follow-up,Active,2023-02-09,2024-05-01,113510.33,OK,Poor
INSP04126453,AST31961506,OFF76996613,Follow-up,Closed,2021-05-29,2025-11-29,151200.79,OK,Fair
INSP33734809,AST85459603,OFF08286479,Follow-up,Pending,2022-09-12,2023-06-23,134351.42,OK,Poor
INSP91739697,AST08589003,OFF34015342,Follow-up,Active,2022-02-01,2018-08-06,75476.2,OK,Excellent
INSP41184302,AST79833443,OFF49313224,Follow-up,Active,2022-05-20,2022-06-26,238090.63,OK,Poor
INSP52206428,AST07343936,OFF64720454,Initial,Active,2025-12-20,2021-07-08,186421.16,OK,Poor
INSP21833005,AST41355163,OFF26284980,Annual,Closed,2024-09-10,2023-04-01,205952.64,OK,Excellent
INSP49556373,AST19510089,OFF07863897,Annual,Cancelled,2018-07-06,2020-07-30,87782.35,OK,Poor
INSP53388660,AST21036098,OFF98088474,Initial,Pending,2020-02-16,2021-07-28,178847.44,OK,Poor
INSP08428173,AST65454057,OFF66927176,Follow-up,Pending,2023-08-31,2024-01-08,111419.85,OK,Poor
INSP71590363,AST11483730,OFF49094914,Annual,Active,2022-12-04,2019-03-25,42504.38,OK,Good
INSP07359030,AST77592560,OFF11291339,Initial,Closed,2018-12-25,2020-01-01,237944.33,OK,Poor
INSP21485128,AST67089904,OFF03433204,Annual,Pending,2025-04-26,2022-11-13,182507.45,OK,Fair
INSP95089312,AST46743877,OFF15361809,Follow-up,Cancelled,2025-08-18,2022-09-17,87458.27,OK,Excellent
INSP28715656,AST46924580,OFF64176130,Initial,Closed,2025-09-11,2021-07-02,21761.23,OK,Excellent
INSP42975539,AST04772554,OFF63936060,Initial,Active,2023-04-18,2024-08-16,95769.03,OK,Fair
INSP20334165,AST44261019,OFF41543933,Initial,Closed,2018-05-05,2025-02-23,36589.07,OK,Excellent
INSP50606964,AST51285068,OFF98567793,Follow-up,Closed,2021-02-09,2024-04-06,244789.42,OK,Good
INSP11809480,AST86539528,OFF77013628,Annual,Active,2023-01-04,2024-04-04,119952.87,OK,Excellent
INSP18839076,AST58762247,OFF00550618,Follow-up,Closed,2025-07-29,2025-07-10,126959.96,OK,Poor
INSP38103209,AST01586298,OFF16236710,Annual,Active,2022-10-11,2023-12-24,120463.98,OK,Good
INSP08650277,AST74527039,OFF80624359,Follow-up,Closed,2018-07-08,2025-04-06,64448.46,OK,Excellent
INSP66860485,AST84354171,OFF56092954,Annual,Pending,2023-12-11,2018-05-30,218820.1,OK,Poor
INSP72362519,AST88403138,OFF26711230,Annual,Active,2021-08-23,2021-10-27,115305.58,OK,Excellent
INSP14834741,AST22881796,OFF25981488,Annual,Closed,2020-11-01,2025-05-26,242401.12,OK,Fair
INSP81104410,AST74930712,OFF03140212,Initial,Active,2022-03-23,2019-03-19,131488.04,OK,Poor
INSP56940828,AST34545271,OFF92660721,Initial,Cancelled,2025-10-06,2021-02-21,84149.04,OK,Excellent
INSP01718015,AST43843741,OFF79046564,Initial,Closed,2022-10-15,2023-05-12,235515.56,OK,Fair
INSP51621445,AST00688375,OFF62405403,Initial,Pending,2020-03-22,2023-05-01,46109.76,OK,Excellent
INSP32710001,AST29377137,OFF28488174,Annual,Active,2025-09-18,2024-06-09,93677.76,OK,Good
INSP47358844,AST19959180,OFF58127609,Follow-up,Active,2021-09-16,2023-06-07,47887.96,OK,Poor
INSP47667133,AST27038701,OFF14403570,Initial,Closed,2020-10-01,2018-04-15,84086.91,OK,Fair
INSP88799406,AST27528403,OFF84524130,Follow-up,Closed,2018-10-05,2024-02-17,109312.96,OK,Poor
INSP31635657,AST86644677,OFF24373588,Follow-up,Pending,2018-12-02,2018-06-13,63067.53,OK,Poor
INSP63479158,AST17406875,OFF14552354,Initial,Closed,2019-01-08,2025-05-22,231763.27,OK,Good
INSP58633589,AST33751933,OFF96165689,Annual,Cancelled,2020-03-13,2019-09-18,188836.69,OK,Good
INSP12266998,AST70928242,OFF51627659,Initial,Active,2018-08-13,2023-07-11,104831.63,OK,Excellent
INSP44750017,AST34914057,OFF42737006,Initial,Pending,2019-02-03,2024-12-21,47966.86,OK,Fair
INSP65817781,AST15644291,OFF14167191,Initial,Active,2018-08-17,2018-12-30,31149.18,OK,Excellent
INSP46065884,AST32895628,OFF57127155,Follow-up,Pending,2021-03-14,2023-10-03,38504.92,OK,Poor
INSP74045603,AST99952134,OFF90801835,Annual,Pending,2021-05-29,2020-07-23,241301.06,OK,Good
INSP48682000,AST39200452,OFF98567213,Annual,Active,2023-11-25,2025-07-27,21182.6,OK,Excellent
INSP46502053,AST26293266,OFF79026342,Follow-up,Active,2018-12-27,2023-11-06,125375.82,OK,Poor
INSP54188367,AST03994501,OFF35419887,Follow-up,Pending,2019-02-03,2019-07-31,130450.24,OK,Poor
INSP58395846,AST86052113,OFF78630949,Annual,Cancelled,2023-04-24,2023-11-16,51356.46,OK,Fair
INSP26047774,AST11963466,OFF76956809,Initial,Active,2023-12-28,2025-07-17,21146.49,OK,Good
INSP97984814,AST24683865,OFF81672082,Annual,Active,2023-10-31,2024-06-06,74461.18,OK,Excellent
INSP07906263,AST23436691,OFF63965270,Annual,Closed,2023-02-18,2021-12-23,28781.82,OK,Poor
INSP89531609,AST49526566,OFF30302279,Initial,Cancelled,2022-01-09,2021-12-23,203911.88,OK,Good
INSP72042235,AST62258499,OFF06136482,Follow-up,Closed,2022-10-26,2019-02-13,154382.91,OK,Excellent
INSP82879871,AST71733124,OFF35958600,Initial,Closed,2020-03-06,2022-05-18,173349.97,OK,Fair
INSP20026623,AST10501394,OFF40843825,Annual,Active,2025-03-17,2024-06-30,129560.2,OK,Excellent
INSP01887556,AST03486259,OFF21280544,Initial,Pending,2019-06-29,2025-02-25,64667.39,OK,Poor
INSP77878849,AST75307186,OFF59675035,Initial,Pending,2020-12-17,2018-07-06,209589.38,OK,Good
INSP90927507,AST32886595,OFF46065741,Initial,Cancelled,2023-08-22,2020-10-06,173949.96,OK,Excellent
INSP15696218,AST65980902,OFF17830916,Initial,Closed,2018-04-07,2022-12-19,204582.51,OK,Poor
INSP01632662,AST30111900,OFF95866996,Initial,Closed,2019-02-21,2025-10-16,154627.09,OK,Good
INSP85288175,AST02255961,OFF16442565,Initial,Pending,2021-11-17,2023-12-25,111719.92,OK,Fair
INSP65135745,AST22738796,OFF58414819,Initial,Active,2025-06-27,2021-11-09,141477.48,OK,Fair
INSP45254364,AST43162325,OFF64176130,Initial,Pending,2020-07-25,2024-11-26,66901.88,OK,Excellent
INSP36451922,AST30281835,OFF04430151,Follow-up,Cancelled,2023-09-08,2022-01-20,207328.92,OK,Fair
INSP02323566,AST14507290,OFF50009755,Initial,Active,2024-12-22,2020-11-28,133128.16,OK,Good
INSP50042205,AST46201165,OFF02175284,Annual,Closed,2023-10-16,2024-07-28,88956.08,OK,Good
INSP12226829,AST86339122,OFF63163113,Follow-up,Closed,2019-05-09,2022-02-04,159215.51,OK,Fair
INSP17323252,AST53178606,OFF63917713,Follow-up,Cancelled,2018-03-01,2024-07-22,226074.49,OK,Poor
INSP52287879,AST33881637,OFF06197941,Annual,Cancelled,2018-07-31,2025-10-01,213997.68,OK,Fair
INSP18339587,AST82550633,OFF67837064,Follow-up,Active,2022-10-27,2020-11-05,120159.3,OK,Poor
INSP56063214,AST52450024,OFF21903080,Annual,Pending,2018-08-16,2018-01-02,168450.26,OK,Poor
INSP16541147,AST73566829,OFF61151355,Annual,Closed,2021-12-23,2020-05-07,240310.41,OK,Good
INSP07839133,AST51022985,OFF18093732,Annual,Closed,2018-06-28,2019-06-03,109911.85,OK,Poor
INSP09510875,AST94263886,OFF13508438,Initial,Active,2021-03-07,2025-10-10,109525.9,OK,Fair
INSP43213946,AST31842302,OFF81206258,Initial,Pending,2018-09-13,2024-07-26,129640.45,OK,Poor
INSP70549733,AST07591342,OFF12003912,Annual,Cancelled,2025-04-08,2023-01-06,60773.47,OK,Poor
INSP53993091,AST56797096,OFF71716944,Annual,Active,2023-11-25,2019-11-17,155233.78,OK,Poor
INSP87197986,AST45378254,OFF78819690,Annual,Cancelled,2018-08-07,2021-03-04,144557.21,OK,Good
INSP39043869,AST79285923,OFF42288384,Follow-up,Cancelled,2023-03-21,2023-10-11,248581.57,OK,Excellent
INSP52634038,AST05274329,OFF59953307,Initial,Closed,2025-01-21,2021-03-07,70840.35,OK,Fair
INSP54884194,AST52214467,OFF40247906,Initial,Pending,2019-05-25,2020-03-15,201468.78,OK,Excellent
INSP20904168,AST09965798,OFF56569792,Follow-up,Active,2018-12-17,2023-02-08,51474.89,OK,Good
INSP14548890,AST88484704,OFF95833365,Annual,Cancelled,2025-11-04,2020-10-12,16537.78,OK,Poor
INSP71273725,AST52095200,OFF87106607,Follow-up,Closed,2024-12-26,2020-02-25,203031.53,OK,Excellent
INSP35211446,AST57113376,OFF19293738,Annual,Cancelled,2025-04-18,2025-10-20,126119.66,OK,Excellent
INSP92707635,AST86997661,OFF66166807,Initial,Active,2023-09-07,2019-06-03,60520.19,OK,Excellent
INSP67268885,AST36523669,OFF01978994,Initial,Cancelled,2023-10-30,2025-01-19,178952.99,OK,Poor
INSP71732802,AST88745980,OFF93361642,Initial,Active,2020-07-14,2021-08-12,16041.34,OK,Excellent
INSP88517026,AST73137038,OFF05642195,Annual,Active,2022-07-17,2022-04-26,198175.79,OK,Poor
INSP43227998,AST39280041,OFF51281758,Follow-up,Closed,2020-06-17,2021-07-03,48601.39,OK,Fair
INSP62931000,AST56665480,OFF93234239,Annual,Active,2023-12-09,2022-03-29,246682.83,OK,Poor
INSP61556994,AST17698557,OFF70647574,Follow-up,Cancelled,2023-03-23,2021-08-01,179561.33,OK,Good
INSP43927700,AST94653638,OFF85912647,Initial,Active,2018-10-16,2025-03-10,35053.58,OK,Excellent
INSP00526284,AST78241589,OFF45443594,Follow-up,Cancelled,2025-03-15,2020-01-24,69218.75,OK,Good
INSP11187944,AST80827955,OFF61181800,Annual,Cancelled,2021-10-01,2021-03-29,29782.56,OK,Poor
INSP68961454,AST73352441,OFF09271682,Initial,Closed,2025-08-29,2023-12-24,145967.75,OK,Fair
INSP84323172,AST73838244,OFF03493746,Initial,Active,2021-01-28,2024-11-12,232407.78,OK,Poor
INSP89286566,AST90212113,OFF32835058,Initial,Active,2020-10-20,2023-03-21,159887.88,OK,Fair
INSP96845598,AST71615773,OFF33848489,Annual,Active,2019-04-29,2022-03-19,91788.07,OK,Poor
INSP02042693,AST11623663,OFF97258787,Follow-up,Cancelled,2025-02-04,2021-10-15,45451.61,OK,Excellent
INSP94176789,AST28965821,OFF95569418,Follow-up,Closed,2019-01-20,2024-05-05,51452.12,OK,Fair
INSP84101305,AST88783326,OFF83093764,Follow-up,Closed,2019-01-15,2023-09-04,193832.43,OK,Poor
INSP36712758,AST14685086,OFF55839867,Follow-up,Active,2024-08-04,2022-10-09,114985.24,OK,Good
INSP47881749,AST95579472,OFF41686878,Follow-up,Pending,2024-02-04,2024-12-08,193748.31,OK,Excellent
INSP16986744,AST62221964,OFF70484606,Follow-up,Cancelled,2025-08-15,2018-07-19,68690.23,OK,Fair
INSP55442470,AST82821517,OFF46686527,Follow-up,Active,2020-05-22,2025-03-05,52674.0,OK,Good
INSP03188541,AST39199952,OFF89516275,Annual,Pending,2024-11-15,2024-03-14,182323.03,OK,Excellent
INSP32713714,AST40851552,OFF72726924,Initial,Closed,2022-04-01,2019-11-19,21251.46,OK,Poor
INSP22415339,AST49351315,OFF78038592,Annual,Active,2024-10-22,2024-01-29,154830.56,OK,Excellent
INSP52781548,AST73160705,OFF39239355,Initial,Closed,2019-01-14,2024-08-31,114114.88,OK,Excellent
INSP76631530,AST64402039,OFF88042238,Annual,Pending,2024-05-05,2022-12-31,33344.46,OK,Good
INSP45255250,AST95224491,OFF23884889,Initial,Cancelled,2019-03-03,2023-01-11,186632.37,OK,Good
INSP41745710,AST46734410,OFF22464962,Annual,Active,2019-09-05,2022-03-06,14718.7,OK,Good
INSP08760544,AST79164218,OFF92590650,Follow-up,Active,2024-04-04,2018-12-28,128287.69,OK,Poor
INSP66960606,AST95857280,OFF73315305,Annual,Pending,2022-02-23,2025-03-29,104677.53,OK,Good
INSP33735136,AST42812671,OFF32307290,Follow-up,Closed,2022-08-31,2018-04-06,21277.15,OK,Fair
INSP44411046,AST35877405,OFF32222638,Annual,Active,2020-12-04,2022-12-16,93024.14,OK,Good
INSP25150568,AST22986814,OFF16308094,Initial,Pending,2024-08-21,2022-11-15,209756.73,OK,Fair
INSP43992815,AST35515482,OFF96922945,Follow-up,Pending,2024-05-30,2025-03-04,89823.28,OK,Fair
INSP25467399,AST81329618,OFF37564115,Annual,Active,2023-10-07,2019-04-12,27764.56,OK,Fair
INSP18092982,AST82843535,OFF67200529,Initial,Pending,2022-04-02,2020-02-11,155958.12,OK,Fair
INSP13869219,AST76373383,OFF92439340,Initial,Cancelled,2022-08-04,2024-12-19,19353.5,OK,Fair
INSP27235041,AST73160169,OFF23890252,Follow-up,Active,2021-02-24,2022-06-13,155525.09,OK,Fair
INSP62448558,AST07900715,OFF62626516,Initial,Closed,2025-04-30,2023-01-22,159122.36,OK,Excellent
INSP78037694,AST31238816,OFF04282061,Annual,Cancelled,2024-12-08,2020-01-08,194497.03,OK,Excellent
INSP07617502,AST46319393,OFF45952530,Annual,Cancelled,2025-10-30,2020-11-25,206582.98,OK,Fair
INSP79385886,AST21763856,OFF56843444,Follow-up,Closed,2024-09-09,2023-03-20,51750.77,OK,Excellent
INSP07659762,AST55450759,OFF98995924,Initial,Cancelled,2021-04-17,2019-03-27,12605.77,OK,Poor
INSP82566398,AST37590170,OFF24389558,Initial,Pending,2020-01-08,2018-03-07,140415.42,OK,Good
INSP29974294,AST02944129,OFF32196381,Initial,Closed,2023-04-07,2024-06-20,239152.85,OK,Excellent
INSP48062920,AST24524000,OFF21728020,Annual,Cancelled,2021-07-24,2023-12-30,75430.07,OK,Excellent
INSP76799554,AST78251499,OFF72513007,Follow-up,Cancelled,2025-04-04,2018-07-16,241030.41,OK,Poor
INSP89282246,AST05999475,OFF73917216,Annual,Cancelled,2023-07-04,2023-12-28,118684.69,OK,Fair
INSP96445879,AST23492729,OFF37200531,Follow-up,Cancelled,2018-12-08,2023-06-28,225361.89,OK,Fair
INSP45949596,AST16247328,OFF69258176,Follow-up,Closed,2019-02-11,2022-12-03,53218.57,OK,Fair
INSP36451563,AST83191558,OFF03614542,Annual,Active,2022-08-25,2023-09-08,131099.38,OK,Fair
INSP86399343,AST65537723,OFF62087571,Initial,Cancelled,2018-01-16,2021-05-06,167697.43,OK,Excellent
INSP59034870,AST09759500,OFF21605632,Follow-up,Active,2023-05-16,2020-03-22,142911.03,OK,Excellent
INSP51720830,AST68251924,OFF18785862,Annual,Pending,2019-07-16,2022-02-16,29941.37,OK,Good
INSP85616149,AST85666570,OFF00874766,Annual,Pending,2020-09-30,2022-07-25,102481.81,OK,Excellent
INSP19865375,AST22144554,OFF11291339,Initial,Pending,2023-11-13,2024-06-23,167922.39,OK,Fair
INSP62529421,AST06938504,OFF77126655,Annual,Cancelled,2025-06-26,2020-12-09,130003.89,OK,Fair
INSP71175813,AST62644910,OFF89133698,Initial,Active,2018-01-18,2025-10-23,16681.32,OK,Fair
INSP73569763,AST42987583,OFF38120693,Initial,Pending,2020-06-10,2021-07-01,212803.62,OK,Poor
INSP94973450,AST41498165,OFF10137245,Annual,Cancelled,2024-07-13,2018-02-27,55424.15,OK,Excellent
INSP96284610,AST91848494,OFF70559867,Initial,Cancelled,2019-12-22,2024-06-25,14309.13,OK,Fair
INSP66447275,AST01420814,OFF56290927,Follow-up,Closed,2020-11-16,2020-12-10,124438.96,OK,Poor
INSP65535586,AST98195811,OFF57212675,Annual,Pending,2019-05-07,2021-03-27,179630.39,OK,Poor
INSP35803188,AST22556705,OFF80426821,Annual,Cancelled,2020-07-05,2023-03-28,239467.14,OK,Good
INSP99578059,AST59238151,OFF09783406,Follow-up,Active,2020-06-27,2019-08-13,117351.58,OK,Good
INSP23192228,AST14691161,OFF04656317,Annual,Pending,2019-11-28,2020-06-17,184250.98,OK,Excellent
INSP91377994,AST28279691,OFF90131820,Follow-up,Closed,2020-11-11,2018-07-04,135934.61,OK,Poor
INSP00763015,AST54181229,OFF24949089,Follow-up,Active,2021-06-24,2022-03-06,54199.44,OK,Poor
INSP95992547,AST76913318,OFF39004793,Annual,Cancelled,2023-11-15,2023-02-26,164013.03,OK,Excellent
INSP50299562,AST63123516,OFF90855620,Annual,Pending,2023-12-10,2020-10-27,158082.52,OK,Poor
INSP88945884,AST26089532,OFF45561984,Initial,Active,2020-05-13,2023-01-20,165417.71,OK,Good
INSP59385211,AST30258504,OFF32728665,Follow-up,Closed,2021-10-18,2018-01-11,120802.19,OK,Poor
INSP76257351,AST96076388,OFF76577398,Follow-up,Pending,2023-03-24,2025-02-07,107790.91,OK,Good
INSP74559150,AST44241125,OFF62722887,Annual,Active,2022-08-15,2025-09-28,124979.19,OK,Fair
INSP45888394,AST21504569,OFF16327259,Annual,Pending,2021-08-07,2020-02-20,144294.88,OK,Excellent
INSP93913517,AST39276038,OFF31141046,Annual,Closed,2025-08-03,2018-07-29,113292.16,OK,Excellent
INSP25902519,AST54496523,OFF50793538,Initial,Cancelled,2023-10-28,2019-12-17,171324.21,OK,Good
INSP42206581,AST00334202,OFF19640907,Initial,Active,2019-05-13,2019-06-11,103998.5,OK,Poor
INSP21175043,AST85584515,OFF71054704,Annual,Closed,2025-11-07,2018-09-10,155277.58,OK,Good
INSP31157294,AST51191414,OFF35222452,Initial,Pending,2022-11-22,2025-04-12,47174.97,OK,Excellent
INSP21008674,AST76219515,OFF48429111,Initial,Cancelled,2024-10-29,2020-12-22,71115.46,OK,Good
INSP79450915,AST13445547,OFF91312207,Follow-up,Pending,2019-08-19,2024-02-05,148866.32,OK,Excellent
INSP07073956,AST79815601,OFF26860860,Initial,Active,2025-11-01,2023-07-03,129257.55,OK,Good
INSP06803856,AST45354628,OFF63808643,Initial,Active,2019-06-18,2022-08-14,7531.22,OK,Excellent
INSP54678273,AST25665403,OFF72194028,Follow-up,Closed,2023-11-26,2025-10-30,100821.14,OK,Good
INSP62962316,AST52286969,OFF81351075,Initial,Pending,2021-01-18,2021-04-20,112390.57,OK,Excellent
INSP28597254,AST12162710,OFF67995665,Initial,Pending,2019-01-03,2025-02-22,31608.84,OK,Good
INSP51330062,AST06806268,OFF18793440,Annual,Closed,2018-07-13,2018-03-09,69792.89,OK,Poor
INSP17006384,AST31238816,OFF12456953,Annual,Cancelled,2024-08-21,2019-01-07,53308.28,OK,Poor
INSP70716310,AST69457201,OFF17946004,Initial,Active,2025-05-04,2020-09-19,187201.0,OK,Poor
INSP82910649,AST45550080,OFF81996415,Initial,Cancelled,2024-09-10,2021-03-19,146781.46,OK,Poor
INSP70903161,AST40396142,OFF29209860,Initial,Closed,2022-06-08,2022-04-09,173503.18,OK,Poor
INSP01675117,AST03383446,OFF58929656,Initial,Active,2021-11-13,2020-09-13,149356.86,OK,Poor
INSP27787956,AST30047027,OFF10865940,Initial,Pending,2024-04-19,2020-03-14,133119.18,OK,Fair
INSP30343689,AST04595075,OFF31523400,Annual,Closed,2024-06-07,2018-03-02,122066.69,OK,Poor
INSP02508041,AST43358623,OFF04748729,Annual,Pending,2019-07-14,2021-01-06,40237.94,OK,Excellent
INSP20286867,AST80391349,OFF67393129,Annual,Cancelled,2025-09-09,2023-10-30,71530.83,OK,Poor
INSP97710623,AST64928374,OFF10549092,Annual,Active,2019-10-11,2018-05-26,190502.85,OK,Poor
INSP27278204,AST71236566,OFF61515767,Annual,Active,2021-06-22,2025-06-16,131373.82,OK,Poor
INSP16548468,AST24835137,OFF21460044,Initial,Cancelled,2025-11-09,2023-06-09,112540.58,OK,Fair
INSP67360074,AST01028510,OFF92518702,Follow-up,Cancelled,2022-09-04,2025-07-29,38159.29,OK,Poor
INSP73233416,AST57807803,OFF56700994,Follow-up,Cancelled,2020-05-23,2024-10-01,152138.44,OK,Excellent
INSP11436083,AST13363129,OFF62691048,Annual,Cancelled,2019-06-18,2019-12-24,224691.2,OK,Fair
INSP38102193,AST61460313,OFF08997377,Annual,Pending,2018-03-07,2020-02-03,24042.21,OK,Fair
INSP10944406,AST01143884,OFF24755046,Annual,Active,2022-03-15,2024-10-03,131096.79,OK,Fair
INSP01274617,AST84253955,OFF59644278,Annual,Closed,2022-05-17,2019-05-04,212679.13,OK,Fair
INSP16987159,AST73636165,OFF37334283,Follow-up,Cancelled,2022-02-11,2022-11-18,62159.43,OK,Poor
INSP79011784,AST47691225,OFF34160074,Initial,Closed,2022-01-13,2018-03-18,37939.97,OK,Fair
INSP00210611,AST04966052,OFF45068269,Follow-up,Active,2024-03-15,2024-02-13,16015.66,OK,Poor
INSP14857195,AST84864316,OFF33089814,Initial,Active,2019-06-27,2018-03-22,179522.82,OK,Fair
INSP17365125,AST11965325,OFF78893213,Follow-up,Closed,2022-05-11,2018-03-08,141437.31,OK,Excellent
INSP20510673,AST27528403,OFF14244734,Follow-up,Closed,2022-03-31,2020-02-08,42509.77,OK,Good
INSP93864480,AST94200659,OFF15774746,Annual,Pending,2022-02-24,2022-08-20,15445.12,OK,Poor
INSP67448136,AST05700527,OFF48561432,Initial,Active,2025-10-29,2020-01-14,223727.75,OK,Good
INSP06022206,AST79372050,OFF04872772,Follow-up,Active,2023-09-15,2020-10-03,209133.67,OK,Fair
INSP44442869,AST68683949,OFF95369693,Annual,Closed,2025-01-05,2019-09-26,216289.66,OK,Fair
INSP44903655,AST09696489,OFF12041931,Annual,Closed,2025-08-08,2023-10-23,119618.58,OK,Poor
INSP29570360,AST91986040,OFF96284678,Annual,Closed,2018-05-24,2019-04-29,17987.47,OK,Poor
INSP11718640,AST29680187,OFF31100594,Initial,Pending,2018-01-08,2018-02-13,51653.83,OK,Poor
INSP72334655,AST16247328,OFF24956670,Follow-up,Cancelled,2025-12-21,2018-12-09,174737.47,OK,Fair
INSP38481127,AST00688375,OFF67068452,Follow-up,Active,2020-04-30,2019-09-06,200931.59,OK,Good
INSP91015746,AST60656523,OFF37402171,Annual,Cancelled,2022-03-27,2018-03-24,207761.98,OK,Good
INSP95257612,AST92723628,OFF46060054,Initial,Active,2023-10-24,2018-08-02,47741.44,OK,Fair
INSP63223894,AST60040431,OFF42380417,Annual,Pending,2020-07-06,2024-11-25,131101.21,OK,Good
INSP06676279,AST12108730,OFF72845885,Follow-up,Closed,2019-04-09,2018-09-27,22299.89,OK,Excellent
INSP29102962,AST77262903,OFF14647037,Initial,Closed,2022-10-25,2023-04-22,159815.9,OK,Excellent
INSP99456726,AST22227850,OFF67864946,Follow-up,Cancelled,2018-05-04,2021-10-23,17533.76,OK,Excellent
INSP37206744,AST05963303,OFF71670862,Follow-up,Pending,2024-09-17,2021-01-02,50986.71,OK,Excellent
INSP46938227,AST97743785,OFF86807748,Follow-up,Cancelled,2025-06-11,2019-08-28,23147.24,OK,Excellent
INSP05901302,AST39268076,OFF74247371,Annual,Closed,2022-01-29,2024-11-08,182570.76,OK,Poor
INSP73303030,AST77551097,OFF88886372,Follow-up,Cancelled,2023-07-11,2020-10-16,111915.5,OK,Good
INSP05729090,AST62448524,OFF64875847,Follow-up,Active,2020-08-25,2022-11-25,87623.36,OK,Excellent
INSP88453964,AST72222012,OFF04681772,Follow-up,Active,2020-12-14,2021-11-15,82006.9,OK,Fair
INSP83267034,AST90045778,OFF21909732,Follow-up,Cancelled,2019-10-05,2021-07-10,153712.74,OK,Good
INSP53958976,AST79519641,OFF21239717,Initial,Active,2023-04-29,2022-01-31,58048.32,OK,Excellent
INSP75919387,AST35114252,OFF39787504,Follow-up,Active,2023-05-06,2022-10-08,142265.96,OK,Poor
INSP11215334,AST03225912,OFF27723878,Follow-up,Cancelled,2021-01-15,2018-03-08,169577.94,OK,Fair
INSP41324381,AST26392157,OFF63594239,Follow-up,Closed,2018-03-26,2021-11-09,237991.04,OK,Excellent
INSP61486511,AST80993290,OFF57125777,Initial,Pending,2023-10-29,2018-04-16,43167.89,OK,Poor
INSP48626747,AST28655337,OFF45683821,Follow-up,Active,2018-02-23,2021-12-09,108059.05,OK,Fair
INSP34976123,AST48301181,OFF33306221,Initial,Active,2025-12-04,2020-05-27,231313.21,OK,Good
INSP41633224,AST10794573,OFF40757566,Follow-up,Pending,2019-11-19,2021-11-07,197462.12,OK,Fair
INSP59468170,AST19349075,OFF21791013,Follow-up,Cancelled,2021-03-31,2023-12-22,26356.65,OK,Excellent
INSP62230537,AST61739043,OFF40076845,Follow-up,Closed,2019-02-26,2025-05-28,151198.77,OK,Good
INSP41436910,AST57807803,OFF40162385,Follow-up,Pending,2018-07-18,2023-02-05,112334.94,OK,Good
INSP58170523,AST90341052,OFF82324211,Annual,Closed,2018-02-08,2019-08-09,48567.36,OK,Poor
